experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
release-0-bounded-lhs-2-until;8n;5.706;5.668;0.026;4.63351
release-0-bounded-lhs-2-until;8l;4.126;4.091;0.027;3.64207
release-0-bounded-lhs-2-until;8c;46.966;46.796;0.159;38.2176
release-a-bounded-lhs-2-always;baseline;1.182;1.151;0.020;1.14494
release-a-bounded-lhs-2-always;2n;2.591;2.556;0.024;2.54642
release-a-bounded-lhs-2-always;2l;4.942;4.884;0.043;4.88973
release-a-bounded-lhs-2-always;2c;10.652;10.572;0.065;10.5811
release-a-bounded-lhs-2-always;4n;5.810;5.755;0.042;5.73195
release-a-bounded-lhs-2-always;4l;20.905;20.761;0.131;20.8234
release-a-bounded-lhs-2-always;4c;100.140;99.576;0.514;99.8296
release-a-bounded-lhs-2-always;8n;13.077;12.985;0.073;12.8919
release-a-bounded-lhs-2-always;8l;91.633;91.086;0.531;91.4536
release-a-bounded-lhs-2-always;8c;939.521;925.404;11.500;937.503
release-a-bounded-lhs-2-always;baseline;1.190;1.152;0.026;1.14521
release-a-bounded-lhs-2-always;2n;2.576;2.538;0.027;2.52636
release-a-bounded-lhs-2-always;2l;5.004;4.948;0.042;4.95212
release-a-bounded-lhs-2-always;2c;10.652;10.573;0.062;10.581
release-a-bounded-lhs-2-always;4n;5.775;5.721;0.041;5.6995
release-a-bounded-lhs-2-always;4l;20.725;20.582;0.132;20.6442
release-a-bounded-lhs-2-always;4c;99.988;99.451;0.520;99.6996
release-a-bounded-lhs-2-always;8n;12.898;12.808;0.075;12.7141
release-a-bounded-lhs-2-always;8l;91.174;90.606;0.527;90.9703
release-a-bounded-lhs-2-always;8c;999.765;982.747;14.923;997.605
release-a-bounded-lhs-2-always;baseline;1.240;1.199;0.019;1.19379
release-a-bounded-lhs-2-always;2n;2.673;2.634;0.028;2.62465
release-a-bounded-lhs-2-always;2l;5.026;4.964;0.044;4.97424
release-a-bounded-lhs-2-always;2c;10.967;10.874;0.078;10.8902
release-a-bounded-lhs-2-always;4n;5.891;5.831;0.048;5.81033
release-a-bounded-lhs-2-always;4l;22.512;22.307;0.172;22.424
release-a-bounded-lhs-2-always;4c;107.517;106.746;0.673;107.218
release-a-bounded-lhs-2-always;8n;13.505;13.380;0.103;13.3056
release-a-bounded-lhs-2-always;8l;106.846;105.332;0.936;106.655
release-a-bounded-lhs-2-always;8c;1002.091;986.982;12.082;999.66
release-a-bounded-lhs-2-always;baseline;1.237;1.203;0.020;1.19833
release-a-bounded-lhs-2-always;2n;2.692;2.653;0.026;2.64549
release-a-bounded-lhs-2-always;2l;5.034;4.973;0.044;4.98263
release-a-bounded-lhs-2-always;2c;11.188;11.099;0.077;11.1154
release-a-bounded-lhs-2-always;4n;5.957;5.874;0.047;5.85522
release-a-bounded-lhs-2-always;4l;21.737;21.574;0.146;21.6499
release-a-bounded-lhs-2-always;4c;104.725;104.055;0.605;104.402
release-a-bounded-lhs-2-always;8n;13.643;13.540;0.090;13.45
release-a-bounded-lhs-2-always;8l;98.987;98.287;0.636;98.7954
release-a-bounded-lhs-2-always;8c;979.499;969.689;8.619;977.29
release-a-bounded-lhs-2-always;baseline;1.252;1.215;0.018;1.20937
release-a-bounded-lhs-2-always;2n;2.686;2.649;0.025;2.63998
release-a-bounded-lhs-2-always;2l;4.989;4.929;0.051;4.93531
release-a-bounded-lhs-2-always;2c;11.232;11.139;0.078;11.1565
release-a-bounded-lhs-2-always;4n;5.991;5.926;0.046;5.90792
release-a-bounded-lhs-2-always;4l;21.960;21.790;0.147;21.8709
release-a-bounded-lhs-2-always;4c;105.292;104.651;0.608;104.993
release-a-bounded-lhs-2-always;8n;13.219;13.090;0.088;13.003
release-a-bounded-lhs-2-always;8l;96.151;95.518;0.600;95.9724
release-a-bounded-lhs-2-always;8c;987.451;977.149;9.168;985.23
release-a-bounded-lhs-2-always;baseline;1.432;1.277;0.022;1.27344
release-a-bounded-lhs-2-always;2n;2.947;2.904;0.034;2.8984
release-a-bounded-lhs-2-always;2l;5.718;5.649;0.059;5.66806
release-a-bounded-lhs-2-always;2c;12.176;12.038;0.093;12.0605
release-a-bounded-lhs-2-always;4n;6.569;6.482;0.049;6.46465
release-a-bounded-lhs-2-always;4l;23.379;23.181;0.160;23.2666
release-a-bounded-lhs-2-always;4c;107.080;106.423;0.625;106.759
release-a-bounded-lhs-2-always;8n;13.151;13.022;0.090;12.932
release-a-bounded-lhs-2-always;8l;96.137;95.503;0.601;95.9549
release-a-bounded-lhs-2-always;8c;984.804;974.896;8.616;982.533
release-a-bounded-lhs-2-always;baseline;1.258;1.219;0.023;1.21603
release-a-bounded-lhs-2-always;2n;2.737;2.695;0.030;2.68703
release-a-bounded-lhs-2-always;2l;5.020;4.962;0.048;4.97184
release-a-bounded-lhs-2-always;2c;11.203;11.102;0.080;11.1216
release-a-bounded-lhs-2-always;4n;5.986;5.924;0.054;5.90657
release-a-bounded-lhs-2-always;4l;22.219;22.049;0.152;22.1296
release-a-bounded-lhs-2-always;4c;105.507;104.831;0.606;105.176
release-a-bounded-lhs-2-always;8n;13.085;12.979;0.093;12.89
release-a-bounded-lhs-2-always;8l;90.741;90.172;0.541;90.5584
release-a-bounded-lhs-2-always;8c;936.518;928.484;7.395;934.426
release-a-bounded-lhs-2-always;baseline;1.198;1.167;0.019;1.16002
release-a-bounded-lhs-2-always;2n;2.599;2.547;0.027;2.53625
release-a-bounded-lhs-2-always;2l;4.859;4.779;0.040;4.78304
release-a-bounded-lhs-2-always;2c;11.109;11.028;0.067;11.0366
release-a-bounded-lhs-2-always;4n;5.719;5.664;0.045;5.64238
release-a-bounded-lhs-2-always;4l;20.969;20.827;0.123;20.887
release-a-bounded-lhs-2-always;4c;101.641;101.094;0.529;101.351
release-a-bounded-lhs-2-always;8n;12.903;12.810;0.077;12.7128
release-a-bounded-lhs-2-always;8l;93.612;93.072;0.528;93.4359
release-a-bounded-lhs-2-always;8c;981.473;972.139;8.342;979.444
release-a-bounded-lhs-2-always;baseline;1.220;1.184;0.025;1.17828
release-a-bounded-lhs-2-always;2n;2.664;2.626;0.027;2.61715
release-a-bounded-lhs-2-always;2l;5.041;4.977;0.042;4.98602
release-a-bounded-lhs-2-always;2c;11.180;11.089;0.077;11.1055
release-a-bounded-lhs-2-always;4n;5.933;5.870;0.048;5.85291
release-a-bounded-lhs-2-always;4l;21.641;21.477;0.149;21.5502
release-a-bounded-lhs-2-always;4c;102.583;101.933;0.593;102.264
release-a-bounded-lhs-2-always;8n;13.032;12.928;0.081;12.8421
release-a-bounded-lhs-2-always;8l;98.562;97.928;0.606;98.3817
release-a-bounded-lhs-2-always;8c;979.345;969.982;8.736;977.238
release-a-bounded-lhs-2-always;baseline;1.199;1.163;0.021;1.15778
release-a-bounded-lhs-2-always;2n;2.560;2.523;0.027;2.51082
release-a-bounded-lhs-2-always;2l;4.833;4.779;0.038;4.78425
release-a-bounded-lhs-2-always;2c;10.824;10.741;0.068;10.7498
release-a-bounded-lhs-2-always;4n;5.775;5.721;0.038;5.69871
release-a-bounded-lhs-2-always;4l;20.828;20.658;0.131;20.7209
release-a-bounded-lhs-2-always;4c;101.240;100.699;0.521;100.949
release-a-bounded-lhs-2-always;8n;12.751;12.646;0.085;12.5552
release-a-bounded-lhs-2-always;8l;89.452;88.914;0.519;89.2686
release-a-bounded-lhs-2-always;8c;939.467;933.047;6.084;937.488
release-a-bounded-lhs-2-eventually;baseline;1.104;1.073;0.016;1.06887
release-a-bounded-lhs-2-eventually;2n;2.397;2.356;0.024;2.35284
release-a-bounded-lhs-2-eventually;2l;4.681;4.622;0.045;4.63263
release-a-bounded-lhs-2-eventually;2c;10.076;9.996;0.073;10.0171
release-a-bounded-lhs-2-eventually;4n;5.153;5.099;0.042;5.09342
release-a-bounded-lhs-2-eventually;4l;19.983;19.840;0.130;19.9121
release-a-bounded-lhs-2-eventually;4c;95.538;95.012;0.508;95.3339
release-a-bounded-lhs-2-eventually;8n;11.487;11.397;0.071;11.373
release-a-bounded-lhs-2-eventually;8l;88.108;87.564;0.503;87.9436
release-a-bounded-lhs-2-eventually;8c;916.437;909.856;6.286;915.194
release-a-bounded-lhs-2-eventually;baseline;1.084;1.056;0.016;1.0519
release-a-bounded-lhs-2-eventually;2n;2.424;2.363;0.028;2.35883
release-a-bounded-lhs-2-eventually;2l;4.642;4.576;0.043;4.58616
release-a-bounded-lhs-2-eventually;2c;10.321;10.237;0.070;10.2603
release-a-bounded-lhs-2-eventually;4n;5.201;5.146;0.047;5.14083
release-a-bounded-lhs-2-eventually;4l;20.461;20.293;0.132;20.3658
release-a-bounded-lhs-2-eventually;4c;96.177;95.651;0.509;95.9675
release-a-bounded-lhs-2-eventually;8n;11.735;11.642;0.072;11.6212
release-a-bounded-lhs-2-eventually;8l;89.716;89.182;0.514;89.5723
release-a-bounded-lhs-2-eventually;8c;939.441;931.136;7.537;938.072
release-a-bounded-lhs-2-eventually;baseline;1.195;1.083;0.021;1.07825
release-a-bounded-lhs-2-eventually;2n;2.470;2.432;0.030;2.42786
release-a-bounded-lhs-2-eventually;2l;4.585;4.530;0.042;4.54118
release-a-bounded-lhs-2-eventually;2c;10.133;10.051;0.066;10.0724
release-a-bounded-lhs-2-eventually;4n;5.214;5.162;0.045;5.15574
release-a-bounded-lhs-2-eventually;4l;20.154;20.012;0.126;20.086
release-a-bounded-lhs-2-eventually;4c;97.969;97.411;0.517;97.735
release-a-bounded-lhs-2-eventually;8n;11.490;11.400;0.078;11.3771
release-a-bounded-lhs-2-eventually;8l;89.739;89.217;0.502;89.592
release-a-bounded-lhs-2-eventually;8c;939.833;930.976;8.205;938.488
release-a-bounded-lhs-2-eventually;baseline;1.117;1.086;0.016;1.08227
release-a-bounded-lhs-2-eventually;2n;2.396;2.359;0.024;2.35541
release-a-bounded-lhs-2-eventually;2l;4.612;4.558;0.044;4.56912
release-a-bounded-lhs-2-eventually;2c;10.095;9.988;0.072;10.0084
release-a-bounded-lhs-2-eventually;4n;5.235;5.174;0.043;5.16879
release-a-bounded-lhs-2-eventually;4l;20.116;19.973;0.126;20.0476
release-a-bounded-lhs-2-eventually;4c;96.257;95.692;0.524;96.0212
release-a-bounded-lhs-2-eventually;8n;11.534;11.442;0.075;11.4224
release-a-bounded-lhs-2-eventually;8l;90.564;90.030;0.524;90.4193
release-a-bounded-lhs-2-eventually;8c;925.493;917.352;7.495;924.122
release-a-bounded-lhs-2-eventually;baseline;1.116;1.081;0.019;1.07539
release-a-bounded-lhs-2-eventually;2n;2.387;2.353;0.023;2.34988
release-a-bounded-lhs-2-eventually;2l;4.735;4.679;0.040;4.69076
release-a-bounded-lhs-2-eventually;2c;10.355;10.251;0.076;10.2749
release-a-bounded-lhs-2-eventually;4n;5.299;5.237;0.045;5.23292
release-a-bounded-lhs-2-eventually;4l;20.542;20.395;0.135;20.473
release-a-bounded-lhs-2-eventually;4c;96.134;95.602;0.517;95.9302
release-a-bounded-lhs-2-eventually;8n;11.503;11.410;0.078;11.3921
release-a-bounded-lhs-2-eventually;8l;88.379;87.814;0.525;88.2036
release-a-bounded-lhs-2-eventually;8c;977.207;968.155;8.430;975.85
release-a-bounded-lhs-2-eventually;baseline;1.175;1.139;0.017;1.1363
release-a-bounded-lhs-2-eventually;2n;2.479;2.440;0.030;2.4394
release-a-bounded-lhs-2-eventually;2l;4.679;4.623;0.046;4.63774
release-a-bounded-lhs-2-eventually;2c;10.507;10.415;0.079;10.4468
release-a-bounded-lhs-2-eventually;4n;5.400;5.344;0.044;5.3417
release-a-bounded-lhs-2-eventually;4l;20.743;20.581;0.143;20.6706
release-a-bounded-lhs-2-eventually;4c;103.354;102.733;0.587;103.121
release-a-bounded-lhs-2-eventually;8n;12.816;12.698;0.102;12.6965
release-a-bounded-lhs-2-eventually;8l;94.820;94.209;0.583;94.6562
release-a-bounded-lhs-2-eventually;8c;961.574;952.375;8.440;960.164
release-a-bounded-lhs-2-eventually;baseline;1.114;1.075;0.018;1.07101
release-a-bounded-lhs-2-eventually;2n;2.428;2.390;0.023;2.38615
release-a-bounded-lhs-2-eventually;2l;4.630;4.578;0.039;4.58906
release-a-bounded-lhs-2-eventually;2c;10.589;10.509;0.065;10.5314
release-a-bounded-lhs-2-eventually;4n;5.187;5.128;0.040;5.12238
release-a-bounded-lhs-2-eventually;4l;20.372;20.230;0.135;20.3047
release-a-bounded-lhs-2-eventually;4c;99.821;99.275;0.522;99.6054
release-a-bounded-lhs-2-eventually;8n;11.494;11.405;0.080;11.3832
release-a-bounded-lhs-2-eventually;8l;90.109;89.572;0.514;89.9625
release-a-bounded-lhs-2-eventually;8c;952.787;945.001;7.315;951.397
release-a-bounded-lhs-2-eventually;baseline;1.099;1.067;0.017;1.06132
release-a-bounded-lhs-2-eventually;2n;2.441;2.389;0.024;2.3844
release-a-bounded-lhs-2-eventually;2l;4.668;4.610;0.039;4.62136
release-a-bounded-lhs-2-eventually;2c;10.359;10.248;0.074;10.2708
release-a-bounded-lhs-2-eventually;4n;5.151;5.098;0.043;5.09296
release-a-bounded-lhs-2-eventually;4l;20.641;20.493;0.136;20.5692
release-a-bounded-lhs-2-eventually;4c;98.070;97.533;0.513;97.8636
release-a-bounded-lhs-2-eventually;8n;11.531;11.440;0.075;11.419
release-a-bounded-lhs-2-eventually;8l;88.907;88.380;0.513;88.7615
release-a-bounded-lhs-2-eventually;8c;940.941;931.233;8.209;939.602
release-a-bounded-lhs-2-eventually;baseline;1.223;1.178;0.025;1.17474
release-a-bounded-lhs-2-eventually;2n;2.602;2.564;0.027;2.5624
release-a-bounded-lhs-2-eventually;2l;5.245;5.188;0.042;5.1991
release-a-bounded-lhs-2-eventually;2c;10.808;10.724;0.063;10.7445
release-a-bounded-lhs-2-eventually;4n;5.742;5.683;0.042;5.67935
release-a-bounded-lhs-2-eventually;4l;21.469;21.322;0.134;21.4006
release-a-bounded-lhs-2-eventually;4c;96.876;96.334;0.526;96.6647
release-a-bounded-lhs-2-eventually;8n;11.616;11.496;0.084;11.4777
release-a-bounded-lhs-2-eventually;8l;88.416;87.882;0.523;88.2631
release-a-bounded-lhs-2-eventually;8c;938.778;930.733;7.612;937.409
release-a-bounded-lhs-2-eventually;baseline;1.110;1.077;0.016;1.0726
release-a-bounded-lhs-2-eventually;2n;2.398;2.362;0.027;2.3592
release-a-bounded-lhs-2-eventually;2l;4.700;4.630;0.044;4.63979
release-a-bounded-lhs-2-eventually;2c;10.181;10.072;0.072;10.0928
release-a-bounded-lhs-2-eventually;4n;5.246;5.192;0.043;5.18647
release-a-bounded-lhs-2-eventually;4l;20.140;20.001;0.122;20.0748
release-a-bounded-lhs-2-eventually;4c;97.184;96.618;0.531;96.9608
release-a-bounded-lhs-2-eventually;8n;11.642;11.549;0.078;11.5319
release-a-bounded-lhs-2-eventually;8l;89.390;88.852;0.526;89.2333
release-a-bounded-lhs-2-eventually;8c;937.030;929.099;7.400;935.613
release-a-bounded-lhs-2-until;baseline;1.172;1.141;0.016;1.13619
release-a-bounded-lhs-2-until;2n;2.589;2.549;0.028;2.5433
release-a-bounded-lhs-2-until;2l;4.873;4.794;0.043;4.80107
release-a-bounded-lhs-2-until;2c;10.619;10.531;0.067;10.5412
release-a-bounded-lhs-2-until;4n;5.678;5.621;0.041;5.6045
release-a-bounded-lhs-2-until;4l;20.839;20.694;0.128;20.7652
release-a-bounded-lhs-2-until;4c;103.582;103.023;0.521;103.311
release-a-bounded-lhs-2-until;8n;12.474;12.382;0.079;12.3038
release-a-bounded-lhs-2-until;8l;89.841;89.284;0.527;89.6594
release-a-bounded-lhs-2-until;8c;998.038;991.636;4.707;996.421
release-a-bounded-lhs-2-until;baseline;1.233;1.198;0.022;1.19447
release-a-bounded-lhs-2-until;2n;2.726;2.682;0.030;2.67935
release-a-bounded-lhs-2-until;2l;4.969;4.912;0.042;4.92163
release-a-bounded-lhs-2-until;2c;11.213;11.120;0.078;11.1403
release-a-bounded-lhs-2-until;4n;5.925;5.865;0.049;5.85584
release-a-bounded-lhs-2-until;4l;22.167;22.006;0.141;22.0904
release-a-bounded-lhs-2-until;4c;104.589;103.924;0.614;104.3
release-a-bounded-lhs-2-until;8n;12.701;12.602;0.079;12.5338
release-a-bounded-lhs-2-until;8l;93.976;93.332;0.589;93.7744
release-a-bounded-lhs-2-until;8c;960.442;955.537;4.674;958.696
release-a-bounded-lhs-2-until;baseline;1.174;1.147;0.018;1.14332
release-a-bounded-lhs-2-until;2n;2.529;2.492;0.030;2.48733
release-a-bounded-lhs-2-until;2l;4.763;4.710;0.044;4.71775
release-a-bounded-lhs-2-until;2c;10.584;10.505;0.066;10.5183
release-a-bounded-lhs-2-until;4n;5.704;5.652;0.046;5.6391
release-a-bounded-lhs-2-until;4l;20.581;20.432;0.134;20.5062
release-a-bounded-lhs-2-until;4c;101.043;100.491;0.538;100.783
release-a-bounded-lhs-2-until;8n;12.387;12.298;0.077;12.2259
release-a-bounded-lhs-2-until;8l;91.429;90.879;0.537;91.2596
release-a-bounded-lhs-2-until;8c;942.131;937.920;4.161;940.411
release-a-bounded-lhs-2-until;baseline;1.164;1.138;0.018;1.13254
release-a-bounded-lhs-2-until;2n;2.582;2.545;0.025;2.53921
release-a-bounded-lhs-2-until;2l;4.880;4.802;0.044;4.81061
release-a-bounded-lhs-2-until;2c;10.543;10.467;0.066;10.4789
release-a-bounded-lhs-2-until;4n;5.648;5.597;0.040;5.58408
release-a-bounded-lhs-2-until;4l;20.562;20.419;0.128;20.4849
release-a-bounded-lhs-2-until;4c;99.182;98.610;0.530;98.8962
release-a-bounded-lhs-2-until;8n;12.427;12.318;0.083;12.2441
release-a-bounded-lhs-2-until;8l;89.385;88.826;0.533;89.1993
release-a-bounded-lhs-2-until;8c;926.310;922.034;4.196;924.55
release-a-bounded-lhs-2-until;baseline;1.161;1.134;0.018;1.12849
release-a-bounded-lhs-2-until;2n;2.582;2.518;0.035;2.51414
release-a-bounded-lhs-2-until;2l;4.850;4.799;0.044;4.80741
release-a-bounded-lhs-2-until;2c;10.700;10.621;0.066;10.6328
release-a-bounded-lhs-2-until;4n;5.615;5.561;0.047;5.54855
release-a-bounded-lhs-2-until;4l;20.521;20.380;0.123;20.4464
release-a-bounded-lhs-2-until;4c;98.411;97.867;0.531;98.1537
release-a-bounded-lhs-2-until;8n;12.412;12.299;0.080;12.2241
release-a-bounded-lhs-2-until;8l;90.988;90.435;0.543;90.816
release-a-bounded-lhs-2-until;8c;932.651;928.453;4.141;930.962
release-a-bounded-lhs-2-until;baseline;1.175;1.143;0.019;1.13826
release-a-bounded-lhs-2-until;2n;2.559;2.518;0.028;2.51077
release-a-bounded-lhs-2-until;2l;4.887;4.835;0.040;4.84283
release-a-bounded-lhs-2-until;2c;10.751;10.671;0.065;10.6822
release-a-bounded-lhs-2-until;4n;5.598;5.523;0.045;5.50964
release-a-bounded-lhs-2-until;4l;20.720;20.578;0.130;20.6433
release-a-bounded-lhs-2-until;4c;103.126;102.570;0.538;102.863
release-a-bounded-lhs-2-until;8n;12.345;12.256;0.076;12.178
release-a-bounded-lhs-2-until;8l;88.962;88.422;0.523;88.7917
release-a-bounded-lhs-2-until;8c;923.368;919.169;4.126;921.638
release-a-bounded-lhs-2-until;baseline;1.179;1.147;0.018;1.14238
release-a-bounded-lhs-2-until;2n;2.552;2.512;0.030;2.50772
release-a-bounded-lhs-2-until;2l;4.834;4.782;0.043;4.78836
release-a-bounded-lhs-2-until;2c;10.588;10.488;0.073;10.5005
release-a-bounded-lhs-2-until;4n;5.724;5.669;0.040;5.65457
release-a-bounded-lhs-2-until;4l;20.489;20.347;0.126;20.4135
release-a-bounded-lhs-2-until;4c;99.130;98.583;0.531;98.8673
release-a-bounded-lhs-2-until;8n;12.388;12.295;0.075;12.2178
release-a-bounded-lhs-2-until;8l;88.470;87.929;0.522;88.2951
release-a-bounded-lhs-2-until;8c;949.789;945.059;4.514;948.091
release-a-bounded-lhs-2-until;baseline;1.234;1.202;0.019;1.19818
release-a-bounded-lhs-2-until;2n;2.614;2.572;0.027;2.56966
release-a-bounded-lhs-2-until;2l;4.948;4.888;0.047;4.8979
release-a-bounded-lhs-2-until;2c;11.036;10.943;0.079;10.9632
release-a-bounded-lhs-2-until;4n;6.022;5.938;0.047;5.92753
release-a-bounded-lhs-2-until;4l;21.890;21.732;0.146;21.8095
release-a-bounded-lhs-2-until;4c;106.083;105.246;0.714;105.824
release-a-bounded-lhs-2-until;8n;12.809;12.708;0.084;12.639
release-a-bounded-lhs-2-until;8l;91.606;90.990;0.590;91.4201
release-a-bounded-lhs-2-until;8c;974.244;969.232;4.791;972.462
release-a-bounded-lhs-2-until;baseline;1.186;1.153;0.018;1.14729
release-a-bounded-lhs-2-until;2n;2.687;2.646;0.031;2.6431
release-a-bounded-lhs-2-until;2l;5.004;4.945;0.045;4.9575
release-a-bounded-lhs-2-until;2c;10.843;10.753;0.073;10.7733
release-a-bounded-lhs-2-until;4n;5.815;5.743;0.048;5.73048
release-a-bounded-lhs-2-until;4l;21.197;21.037;0.143;21.1198
release-a-bounded-lhs-2-until;4c;102.341;101.692;0.596;102.042
release-a-bounded-lhs-2-until;8n;12.792;12.692;0.081;12.6197
release-a-bounded-lhs-2-until;8l;92.316;91.694;0.595;92.1334
release-a-bounded-lhs-2-until;8c;988.365;981.648;6.136;986.726
release-a-bounded-lhs-2-until;baseline;1.234;1.202;0.025;1.19807
release-a-bounded-lhs-2-until;2n;2.749;2.705;0.030;2.70148
release-a-bounded-lhs-2-until;2l;5.029;4.945;0.048;4.95699
release-a-bounded-lhs-2-until;2c;11.169;11.078;0.080;11.0991
release-a-bounded-lhs-2-until;4n;5.763;5.705;0.044;5.69498
release-a-bounded-lhs-2-until;4l;21.698;21.534;0.149;21.6197
release-a-bounded-lhs-2-until;4c;108.869;108.080;0.688;108.606
release-a-bounded-lhs-2-until;8n;14.484;14.313;0.131;14.3085
release-a-bounded-lhs-2-until;8l;97.680;96.863;0.715;97.4998
release-a-bounded-lhs-2-until;8c;1001.109;994.004;6.150;999.293
