experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
trigger-0-bounded-lhs-2-neg-historically;8l;3.722;3.681;0.029;3.17273
trigger-0-bounded-lhs-2-neg-historically;8c;45.059;44.849;0.201;34.8001
trigger-0-bounded-lhs-2-neg-historically;baseline;0.464;0.444;0.010;0.376806
trigger-0-bounded-lhs-2-neg-historically;2n;1.066;1.043;0.016;0.877998
trigger-0-bounded-lhs-2-neg-historically;2l;0.923;0.899;0.014;0.770295
trigger-0-bounded-lhs-2-neg-historically;2c;2.162;2.134;0.018;1.80924
trigger-0-bounded-lhs-2-neg-historically;4n;2.479;2.447;0.022;1.95661
trigger-0-bounded-lhs-2-neg-historically;4l;1.867;1.835;0.022;1.57885
trigger-0-bounded-lhs-2-neg-historically;4c;10.013;9.942;0.063;7.85355
trigger-0-bounded-lhs-2-neg-historically;8n;5.552;5.508;0.038;4.27124
trigger-0-bounded-lhs-2-neg-historically;8l;3.766;3.725;0.034;3.20219
trigger-0-bounded-lhs-2-neg-historically;8c;44.915;44.706;0.194;34.6774
trigger-0-bounded-lhs-2-neg-historically;baseline;0.467;0.447;0.015;0.378492
trigger-0-bounded-lhs-2-neg-historically;2n;1.063;1.039;0.019;0.873988
trigger-0-bounded-lhs-2-neg-historically;2l;0.938;0.913;0.019;0.78257
trigger-0-bounded-lhs-2-neg-historically;2c;2.164;2.134;0.020;1.80806
trigger-0-bounded-lhs-2-neg-historically;4n;2.468;2.437;0.019;1.94438
trigger-0-bounded-lhs-2-neg-historically;4l;1.850;1.821;0.018;1.56898
trigger-0-bounded-lhs-2-neg-historically;4c;10.036;9.959;0.062;7.87575
trigger-0-bounded-lhs-2-neg-historically;8n;5.558;5.514;0.035;4.26736
trigger-0-bounded-lhs-2-neg-historically;8l;3.774;3.735;0.027;3.2135
trigger-0-bounded-lhs-2-neg-historically;8c;44.894;44.688;0.190;34.6971
trigger-0-bounded-lhs-2-neg-historically;baseline;0.458;0.438;0.014;0.371063
trigger-0-bounded-lhs-2-neg-historically;2n;1.061;1.036;0.015;0.871058
trigger-0-bounded-lhs-2-neg-historically;2l;0.970;0.928;0.019;0.795125
trigger-0-bounded-lhs-2-neg-historically;2c;2.145;2.115;0.023;1.79073
trigger-0-bounded-lhs-2-neg-historically;4n;2.453;2.424;0.025;1.93485
trigger-0-bounded-lhs-2-neg-historically;4l;1.875;1.846;0.018;1.58996
trigger-0-bounded-lhs-2-neg-historically;4c;10.134;10.061;0.059;7.96538
trigger-0-bounded-lhs-2-neg-historically;8n;5.589;5.545;0.031;4.3046
trigger-0-bounded-lhs-2-neg-historically;8l;3.741;3.702;0.027;3.1881
trigger-0-bounded-lhs-2-neg-historically;8c;45.041;44.829;0.199;34.7467
trigger-0-bounded-lhs-2-neg-historically;baseline;0.461;0.441;0.011;0.371442
trigger-0-bounded-lhs-2-neg-historically;2n;1.058;1.034;0.019;0.870123
trigger-0-bounded-lhs-2-neg-historically;2l;0.932;0.908;0.013;0.779218
trigger-0-bounded-lhs-2-neg-historically;2c;2.163;2.132;0.026;1.80878
trigger-0-bounded-lhs-2-neg-historically;4n;2.485;2.453;0.021;1.95528
trigger-0-bounded-lhs-2-neg-historically;4l;1.865;1.834;0.024;1.58265
trigger-0-bounded-lhs-2-neg-historically;4c;10.061;9.973;0.064;7.87698
trigger-0-bounded-lhs-2-neg-historically;8n;5.618;5.572;0.039;4.32332
trigger-0-bounded-lhs-2-neg-historically;8l;3.751;3.713;0.029;3.19354
trigger-0-bounded-lhs-2-neg-historically;8c;44.942;44.734;0.197;34.7308
trigger-0-bounded-lhs-2-neg-historically;baseline;0.459;0.438;0.011;0.370757
trigger-0-bounded-lhs-2-neg-historically;2n;1.067;1.043;0.018;0.876778
trigger-0-bounded-lhs-2-neg-historically;2l;0.927;0.902;0.018;0.770029
trigger-0-bounded-lhs-2-neg-historically;2c;2.150;2.120;0.020;1.79206
trigger-0-bounded-lhs-2-neg-historically;4n;2.479;2.426;0.027;1.93896
trigger-0-bounded-lhs-2-neg-historically;4l;1.895;1.862;0.021;1.60418
trigger-0-bounded-lhs-2-neg-historically;4c;10.130;10.060;0.056;7.95611
trigger-0-bounded-lhs-2-neg-historically;8n;5.584;5.538;0.035;4.29388
trigger-0-bounded-lhs-2-neg-historically;8l;3.744;3.704;0.033;3.19023
trigger-0-bounded-lhs-2-neg-historically;8c;45.277;45.068;0.200;35.0599
trigger-0-bounded-lhs-2-neg-historically;baseline;0.462;0.442;0.016;0.372893
trigger-0-bounded-lhs-2-neg-historically;2n;1.075;1.052;0.013;0.885323
trigger-0-bounded-lhs-2-neg-historically;2l;0.918;0.896;0.015;0.767611
trigger-0-bounded-lhs-2-neg-historically;2c;2.158;2.127;0.025;1.80229
trigger-0-bounded-lhs-2-neg-historically;4n;2.448;2.418;0.019;1.92875
trigger-0-bounded-lhs-2-neg-historically;4l;1.855;1.824;0.021;1.5734
trigger-0-bounded-lhs-2-neg-historically;4c;10.113;10.043;0.054;7.95824
trigger-0-bounded-lhs-2-neg-historically;8n;5.644;5.578;0.040;4.3345
trigger-0-bounded-lhs-2-neg-historically;8l;3.767;3.726;0.032;3.20989
trigger-0-bounded-lhs-2-neg-historically;8c;45.248;45.039;0.200;34.9275
trigger-0-bounded-lhs-2-neg-historically;baseline;0.459;0.439;0.011;0.371053
trigger-0-bounded-lhs-2-neg-historically;2n;1.070;1.048;0.013;0.883055
trigger-0-bounded-lhs-2-neg-historically;2l;0.913;0.891;0.013;0.76341
trigger-0-bounded-lhs-2-neg-historically;2c;2.158;2.127;0.023;1.80263
trigger-0-bounded-lhs-2-neg-historically;4n;2.472;2.441;0.026;1.95192
trigger-0-bounded-lhs-2-neg-historically;4l;1.902;1.851;0.021;1.59756
trigger-0-bounded-lhs-2-neg-historically;4c;10.145;10.074;0.065;7.98079
trigger-0-bounded-lhs-2-neg-historically;8n;5.622;5.576;0.033;4.32092
trigger-0-bounded-lhs-2-neg-historically;8l;3.770;3.730;0.032;3.21746
trigger-0-bounded-lhs-2-neg-historically;8c;45.418;45.205;0.197;35.1008
trigger-0-bounded-lhs-2-neg-since;baseline;0.333;0.314;0.010;0.258333
trigger-0-bounded-lhs-2-neg-since;2n;0.719;0.693;0.014;0.567794
trigger-0-bounded-lhs-2-neg-since;2l;0.628;0.603;0.014;0.498449
trigger-0-bounded-lhs-2-neg-since;2c;1.483;1.453;0.020;1.20507
trigger-0-bounded-lhs-2-neg-since;4n;1.712;1.682;0.019;1.3163
trigger-0-bounded-lhs-2-neg-since;4l;1.282;1.252;0.019;1.0444
trigger-0-bounded-lhs-2-neg-since;4c;6.821;6.765;0.041;5.30846
trigger-0-bounded-lhs-2-neg-since;8n;3.825;3.784;0.028;2.85056
trigger-0-bounded-lhs-2-neg-since;8l;2.641;2.604;0.029;2.18472
trigger-0-bounded-lhs-2-neg-since;8c;31.532;31.381;0.143;23.4946
trigger-0-bounded-lhs-2-neg-since;baseline;0.329;0.309;0.013;0.255346
trigger-0-bounded-lhs-2-neg-since;2n;0.713;0.692;0.011;0.568361
trigger-0-bounded-lhs-2-neg-since;2l;0.629;0.605;0.017;0.50039
trigger-0-bounded-lhs-2-neg-since;2c;1.499;1.458;0.020;1.21254
trigger-0-bounded-lhs-2-neg-since;4n;1.683;1.657;0.021;1.29507
trigger-0-bounded-lhs-2-neg-since;4l;1.275;1.249;0.022;1.04417
trigger-0-bounded-lhs-2-neg-since;4c;6.840;6.785;0.042;5.33705
trigger-0-bounded-lhs-2-neg-since;8n;3.828;3.791;0.031;2.85049
trigger-0-bounded-lhs-2-neg-since;8l;2.614;2.579;0.026;2.15911
trigger-0-bounded-lhs-2-neg-since;8c;31.404;31.252;0.140;23.37
trigger-0-bounded-lhs-2-neg-since;baseline;0.328;0.307;0.013;0.252914
trigger-0-bounded-lhs-2-neg-since;2n;0.712;0.691;0.016;0.566926
trigger-0-bounded-lhs-2-neg-since;2l;0.635;0.614;0.016;0.509544
trigger-0-bounded-lhs-2-neg-since;2c;1.468;1.442;0.020;1.19504
trigger-0-bounded-lhs-2-neg-since;4n;1.682;1.655;0.021;1.29422
trigger-0-bounded-lhs-2-neg-since;4l;1.266;1.242;0.015;1.03677
trigger-0-bounded-lhs-2-neg-since;4c;6.878;6.815;0.044;5.35373
trigger-0-bounded-lhs-2-neg-since;8n;3.867;3.829;0.028;2.88171
trigger-0-bounded-lhs-2-neg-since;8l;2.643;2.607;0.025;2.18801
trigger-0-bounded-lhs-2-neg-since;8c;31.663;31.500;0.147;23.5899
trigger-0-bounded-lhs-2-neg-since;baseline;0.321;0.302;0.014;0.24881
trigger-0-bounded-lhs-2-neg-since;2n;0.708;0.686;0.013;0.563045
trigger-0-bounded-lhs-2-neg-since;2l;0.620;0.601;0.013;0.497709
trigger-0-bounded-lhs-2-neg-since;2c;1.477;1.450;0.020;1.20089
trigger-0-bounded-lhs-2-neg-since;4n;1.701;1.672;0.020;1.3092
trigger-0-bounded-lhs-2-neg-since;4l;1.276;1.248;0.019;1.04252
trigger-0-bounded-lhs-2-neg-since;4c;6.857;6.803;0.045;5.33157
trigger-0-bounded-lhs-2-neg-since;8n;3.841;3.803;0.031;2.85764
trigger-0-bounded-lhs-2-neg-since;8l;2.615;2.581;0.028;2.16308
trigger-0-bounded-lhs-2-neg-since;8c;31.354;31.193;0.142;23.2701
trigger-0-bounded-lhs-2-neg-since;baseline;0.327;0.306;0.011;0.251532
trigger-0-bounded-lhs-2-neg-since;2n;0.703;0.683;0.013;0.560027
trigger-0-bounded-lhs-2-neg-since;2l;0.633;0.612;0.011;0.506318
trigger-0-bounded-lhs-2-neg-since;2c;1.485;1.459;0.020;1.2119
trigger-0-bounded-lhs-2-neg-since;4n;1.703;1.673;0.021;1.30781
trigger-0-bounded-lhs-2-neg-since;4l;1.272;1.245;0.017;1.03459
trigger-0-bounded-lhs-2-neg-since;4c;6.851;6.794;0.046;5.33939
trigger-0-bounded-lhs-2-neg-since;8n;3.815;3.777;0.028;2.83866
trigger-0-bounded-lhs-2-neg-since;8l;2.645;2.610;0.024;2.1919
trigger-0-bounded-lhs-2-neg-since;8c;31.283;31.131;0.134;23.205
trigger-0-bounded-lhs-2-neg-since;baseline;0.323;0.304;0.014;0.249719
trigger-0-bounded-lhs-2-neg-since;2n;0.716;0.695;0.011;0.570585
trigger-0-bounded-lhs-2-neg-since;2l;0.629;0.608;0.016;0.504129
trigger-0-bounded-lhs-2-neg-since;2c;1.477;1.452;0.014;1.20759
trigger-0-bounded-lhs-2-neg-since;4n;1.702;1.674;0.018;1.30966
trigger-0-bounded-lhs-2-neg-since;4l;1.277;1.250;0.017;1.04278
trigger-0-bounded-lhs-2-neg-since;4c;6.893;6.840;0.041;5.37362
trigger-0-bounded-lhs-2-neg-since;8n;3.816;3.780;0.027;2.84161
trigger-0-bounded-lhs-2-neg-since;8l;2.618;2.582;0.024;2.16056
trigger-0-bounded-lhs-2-neg-since;8c;31.371;31.217;0.145;23.3242
trigger-0-bounded-lhs-2-neg-since;baseline;0.324;0.305;0.009;0.250067
trigger-0-bounded-lhs-2-neg-since;2n;0.712;0.688;0.014;0.564666
trigger-0-bounded-lhs-2-neg-since;2l;0.642;0.620;0.013;0.511433
trigger-0-bounded-lhs-2-neg-since;2c;1.479;1.454;0.015;1.20727
trigger-0-bounded-lhs-2-neg-since;4n;1.675;1.650;0.015;1.292
trigger-0-bounded-lhs-2-neg-since;4l;1.275;1.249;0.020;1.04086
trigger-0-bounded-lhs-2-neg-since;4c;6.801;6.747;0.041;5.30378
trigger-0-bounded-lhs-2-neg-since;8n;3.838;3.800;0.027;2.86104
trigger-0-bounded-lhs-2-neg-since;8l;2.658;2.599;0.029;2.17908
trigger-0-bounded-lhs-2-neg-since;8c;31.406;31.241;0.147;23.282
trigger-0-bounded-lhs-2-neg-since;baseline;0.327;0.306;0.012;0.251477
trigger-0-bounded-lhs-2-neg-since;2n;0.717;0.693;0.014;0.567565
trigger-0-bounded-lhs-2-neg-since;2l;0.630;0.611;0.012;0.507077
trigger-0-bounded-lhs-2-neg-since;2c;1.468;1.441;0.018;1.19656
trigger-0-bounded-lhs-2-neg-since;4n;1.688;1.660;0.022;1.2994
trigger-0-bounded-lhs-2-neg-since;4l;1.277;1.251;0.015;1.04511
trigger-0-bounded-lhs-2-neg-since;4c;6.801;6.749;0.044;5.3069
trigger-0-bounded-lhs-2-neg-since;8n;3.865;3.826;0.029;2.88549
trigger-0-bounded-lhs-2-neg-since;8l;2.627;2.592;0.028;2.17313
trigger-0-bounded-lhs-2-neg-since;8c;31.278;31.128;0.138;23.2388
trigger-0-bounded-lhs-2-neg-since;baseline;0.325;0.308;0.012;0.253155
trigger-0-bounded-lhs-2-neg-since;2n;0.722;0.701;0.016;0.577153
trigger-0-bounded-lhs-2-neg-since;2l;0.632;0.610;0.016;0.505049
trigger-0-bounded-lhs-2-neg-since;2c;1.484;1.457;0.016;1.21157
trigger-0-bounded-lhs-2-neg-since;4n;1.695;1.668;0.016;1.30198
trigger-0-bounded-lhs-2-neg-since;4l;1.299;1.252;0.019;1.04567
trigger-0-bounded-lhs-2-neg-since;4c;6.864;6.810;0.045;5.34373
trigger-0-bounded-lhs-2-neg-since;8n;3.855;3.818;0.028;2.88319
trigger-0-bounded-lhs-2-neg-since;8l;2.644;2.607;0.026;2.18837
trigger-0-bounded-lhs-2-neg-since;8c;31.342;31.190;0.140;23.2592
trigger-0-bounded-lhs-2-neg-since;baseline;0.332;0.313;0.013;0.258628
trigger-0-bounded-lhs-2-neg-since;2n;0.707;0.687;0.011;0.563204
trigger-0-bounded-lhs-2-neg-since;2l;0.631;0.610;0.011;0.505109
trigger-0-bounded-lhs-2-neg-since;2c;1.472;1.445;0.018;1.20021
trigger-0-bounded-lhs-2-neg-since;4n;1.683;1.656;0.018;1.29305
trigger-0-bounded-lhs-2-neg-since;4l;1.295;1.268;0.017;1.06264
trigger-0-bounded-lhs-2-neg-since;4c;6.825;6.770;0.042;5.32054
trigger-0-bounded-lhs-2-neg-since;8n;3.865;3.804;0.030;2.86415
trigger-0-bounded-lhs-2-neg-since;8l;2.649;2.615;0.028;2.19343
trigger-0-bounded-lhs-2-neg-since;8c;31.280;31.132;0.140;23.2255
trigger-0-bounded-lhs-2-since;baseline;0.391;0.369;0.012;0.311802
trigger-0-bounded-lhs-2-since;2n;0.868;0.843;0.017;0.718789
trigger-0-bounded-lhs-2-since;2l;0.786;0.761;0.018;0.651911
trigger-0-bounded-lhs-2-since;2c;1.776;1.748;0.018;1.49182
trigger-0-bounded-lhs-2-since;4n;1.990;1.961;0.018;1.59818
trigger-0-bounded-lhs-2-since;4l;1.592;1.563;0.020;1.34512
trigger-0-bounded-lhs-2-since;4c;8.178;8.110;0.052;6.62101
trigger-0-bounded-lhs-2-since;8n;4.588;4.548;0.028;3.5863
trigger-0-bounded-lhs-2-since;8l;3.196;3.146;0.036;2.72892
trigger-0-bounded-lhs-2-since;8c;36.929;36.744;0.175;28.6656
trigger-0-bounded-lhs-2-since;baseline;0.398;0.378;0.010;0.321105
trigger-0-bounded-lhs-2-since;2n;0.853;0.830;0.014;0.704888
trigger-0-bounded-lhs-2-since;2l;0.789;0.764;0.016;0.65423
trigger-0-bounded-lhs-2-since;2c;1.776;1.749;0.021;1.49563
trigger-0-bounded-lhs-2-since;4n;1.992;1.961;0.020;1.60076
trigger-0-bounded-lhs-2-since;4l;1.579;1.552;0.017;1.33412
trigger-0-bounded-lhs-2-since;4c;8.194;8.131;0.048;6.64854
trigger-0-bounded-lhs-2-since;8n;4.582;4.541;0.035;3.57305
trigger-0-bounded-lhs-2-since;8l;3.183;3.124;0.033;2.70227
trigger-0-bounded-lhs-2-since;8c;37.139;36.953;0.175;28.8974
trigger-0-bounded-lhs-2-since;baseline;0.386;0.367;0.015;0.310958
trigger-0-bounded-lhs-2-since;2n;0.864;0.841;0.014;0.716624
trigger-0-bounded-lhs-2-since;2l;0.784;0.760;0.018;0.65135
trigger-0-bounded-lhs-2-since;2c;1.761;1.731;0.019;1.47453
trigger-0-bounded-lhs-2-since;4n;1.989;1.958;0.019;1.59852
trigger-0-bounded-lhs-2-since;4l;1.589;1.562;0.021;1.34133
trigger-0-bounded-lhs-2-since;4c;8.123;8.059;0.053;6.60055
trigger-0-bounded-lhs-2-since;8n;4.588;4.548;0.031;3.58702
trigger-0-bounded-lhs-2-since;8l;3.180;3.120;0.030;2.7004
trigger-0-bounded-lhs-2-since;8c;36.796;36.611;0.169;28.5505
trigger-0-bounded-lhs-2-since;baseline;0.386;0.366;0.015;0.31048
trigger-0-bounded-lhs-2-since;2n;0.863;0.841;0.013;0.715694
trigger-0-bounded-lhs-2-since;2l;0.775;0.753;0.012;0.645494
trigger-0-bounded-lhs-2-since;2c;1.764;1.734;0.022;1.47619
trigger-0-bounded-lhs-2-since;4n;1.987;1.956;0.021;1.59982
trigger-0-bounded-lhs-2-since;4l;1.607;1.576;0.021;1.35729
trigger-0-bounded-lhs-2-since;4c;8.108;8.044;0.052;6.56196
trigger-0-bounded-lhs-2-since;8n;4.623;4.582;0.030;3.61603
trigger-0-bounded-lhs-2-since;8l;3.196;3.146;0.033;2.72747
trigger-0-bounded-lhs-2-since;8c;37.168;36.979;0.180;28.8715
trigger-0-bounded-lhs-2-since;baseline;0.392;0.371;0.012;0.314938
trigger-0-bounded-lhs-2-since;2n;0.852;0.829;0.014;0.705596
trigger-0-bounded-lhs-2-since;2l;0.783;0.758;0.015;0.651349
trigger-0-bounded-lhs-2-since;2c;1.776;1.748;0.017;1.48659
trigger-0-bounded-lhs-2-since;4n;1.986;1.957;0.018;1.59562
trigger-0-bounded-lhs-2-since;4l;1.572;1.546;0.018;1.3302
trigger-0-bounded-lhs-2-since;4c;8.180;8.118;0.051;6.65122
trigger-0-bounded-lhs-2-since;8n;4.673;4.631;0.035;3.65125
trigger-0-bounded-lhs-2-since;8l;3.209;3.147;0.032;2.72743
trigger-0-bounded-lhs-2-since;8c;36.805;36.622;0.171;28.5534
trigger-0-bounded-lhs-2-since;baseline;0.391;0.372;0.011;0.315268
trigger-0-bounded-lhs-2-since;2n;0.848;0.826;0.017;0.702065
trigger-0-bounded-lhs-2-since;2l;0.768;0.743;0.016;0.637586
trigger-0-bounded-lhs-2-since;2c;1.749;1.721;0.018;1.46756
trigger-0-bounded-lhs-2-since;4n;1.982;1.953;0.018;1.5916
trigger-0-bounded-lhs-2-since;4l;1.569;1.541;0.017;1.3229
trigger-0-bounded-lhs-2-since;4c;8.299;8.235;0.058;6.75896
trigger-0-bounded-lhs-2-since;8n;4.586;4.545;0.032;3.58267
trigger-0-bounded-lhs-2-since;8l;3.188;3.126;0.037;2.7045
trigger-0-bounded-lhs-2-since;8c;36.827;36.645;0.177;28.6128
trigger-0-bounded-lhs-2-since;baseline;0.387;0.367;0.014;0.310441
trigger-0-bounded-lhs-2-since;2n;0.859;0.837;0.013;0.712766
trigger-0-bounded-lhs-2-since;2l;0.786;0.762;0.014;0.653102
trigger-0-bounded-lhs-2-since;2c;1.749;1.719;0.019;1.46574
trigger-0-bounded-lhs-2-since;4n;1.989;1.960;0.018;1.60236
trigger-0-bounded-lhs-2-since;4l;1.586;1.553;0.025;1.33719
trigger-0-bounded-lhs-2-since;4c;8.226;8.164;0.049;6.69195
trigger-0-bounded-lhs-2-since;8n;4.563;4.522;0.028;3.56401
trigger-0-bounded-lhs-2-since;8l;3.187;3.126;0.035;2.70193
trigger-0-bounded-lhs-2-since;8c;36.889;36.707;0.173;28.6395
trigger-0-bounded-lhs-2-since;baseline;0.383;0.365;0.012;0.310258
trigger-0-bounded-lhs-2-since;2n;0.865;0.840;0.015;0.715458
trigger-0-bounded-lhs-2-since;2l;0.772;0.748;0.015;0.640681
trigger-0-bounded-lhs-2-since;2c;1.770;1.740;0.021;1.48678
trigger-0-bounded-lhs-2-since;4n;1.994;1.966;0.017;1.60486
trigger-0-bounded-lhs-2-since;4l;1.575;1.544;0.021;1.32859
trigger-0-bounded-lhs-2-since;4c;8.206;8.144;0.047;6.67003
trigger-0-bounded-lhs-2-since;8n;4.619;4.578;0.038;3.61272
trigger-0-bounded-lhs-2-since;8l;3.153;3.111;0.034;2.69522
trigger-0-bounded-lhs-2-since;8c;37.293;37.115;0.170;29.0511
trigger-0-bounded-lhs-2-since;baseline;0.388;0.369;0.011;0.313498
trigger-0-bounded-lhs-2-since;2n;0.876;0.853;0.015;0.726643
trigger-0-bounded-lhs-2-since;2l;0.777;0.753;0.016;0.646718
trigger-0-bounded-lhs-2-since;2c;1.806;1.776;0.021;1.51511
trigger-0-bounded-lhs-2-since;4n;2.033;2.004;0.019;1.63571
trigger-0-bounded-lhs-2-since;4l;1.585;1.556;0.022;1.33974
trigger-0-bounded-lhs-2-since;4c;8.252;8.187;0.054;6.70814
trigger-0-bounded-lhs-2-since;8n;4.603;4.538;0.036;3.57129
trigger-0-bounded-lhs-2-since;8l;3.165;3.123;0.030;2.7056
trigger-0-bounded-lhs-2-since;8c;38.191;37.995;0.177;29.6987
trigger-0-bounded-lhs-2-since;baseline;0.419;0.399;0.010;0.339904
trigger-0-bounded-lhs-2-since;2n;0.946;0.920;0.016;0.78759
trigger-0-bounded-lhs-2-since;2l;0.855;0.827;0.018;0.713779
trigger-0-bounded-lhs-2-since;2c;2.014;1.982;0.022;1.69594
trigger-0-bounded-lhs-2-since;4n;2.223;2.192;0.020;1.79279
trigger-0-bounded-lhs-2-since;4l;1.639;1.609;0.020;1.38242
trigger-0-bounded-lhs-2-since;4c;8.436;8.375;0.048;6.85389
trigger-0-bounded-lhs-2-since;8n;4.881;4.836;0.036;3.822
trigger-0-bounded-lhs-2-since;8l;3.355;3.316;0.032;2.88061
trigger-0-bounded-lhs-2-since;8c;38.612;38.439;0.160;30.0675
trigger-0-unbounded-lhs-0-historically;baseline;0.217;0.197;0.014;0.150124
trigger-0-unbounded-lhs-0-historically;2n;0.463;0.442;0.014;0.345657
trigger-0-unbounded-lhs-0-historically;2l;0.405;0.385;0.010;0.294931
trigger-0-unbounded-lhs-0-historically;2c;0.864;0.842;0.013;0.655981
trigger-0-unbounded-lhs-0-historically;4n;1.063;1.043;0.010;0.807459
trigger-0-unbounded-lhs-0-historically;4l;0.796;0.777;0.010;0.601592
trigger-0-unbounded-lhs-0-historically;4c;3.989;3.963;0.015;3.06088
trigger-0-unbounded-lhs-0-historically;8n;2.243;2.217;0.016;1.65878
trigger-0-unbounded-lhs-0-historically;8l;1.535;1.517;0.009;1.18594
trigger-0-unbounded-lhs-0-historically;8c;17.574;17.527;0.040;13.1751
trigger-0-unbounded-lhs-0-historically;baseline;0.202;0.182;0.014;0.138847
trigger-0-unbounded-lhs-0-historically;2n;0.443;0.425;0.009;0.332223
trigger-0-unbounded-lhs-0-historically;2l;0.383;0.366;0.007;0.281936
trigger-0-unbounded-lhs-0-historically;2c;0.817;0.800;0.010;0.622339
trigger-0-unbounded-lhs-0-historically;4n;0.996;0.979;0.008;0.75656
trigger-0-unbounded-lhs-0-historically;4l;0.757;0.739;0.008;0.575276
trigger-0-unbounded-lhs-0-historically;4c;3.917;3.894;0.014;3.00867
trigger-0-unbounded-lhs-0-historically;8n;2.225;2.202;0.015;1.64551
trigger-0-unbounded-lhs-0-historically;8l;1.469;1.450;0.009;1.12395
trigger-0-unbounded-lhs-0-historically;8c;17.490;17.449;0.031;13.0248
trigger-0-unbounded-lhs-0-historically;baseline;0.202;0.187;0.009;0.142715
trigger-0-unbounded-lhs-0-historically;2n;0.450;0.430;0.011;0.33594
trigger-0-unbounded-lhs-0-historically;2l;0.381;0.364;0.007;0.281029
trigger-0-unbounded-lhs-0-historically;2c;0.818;0.799;0.013;0.621648
trigger-0-unbounded-lhs-0-historically;4n;1.016;0.997;0.009;0.770138
trigger-0-unbounded-lhs-0-historically;4l;0.757;0.739;0.008;0.573407
trigger-0-unbounded-lhs-0-historically;4c;3.904;3.881;0.015;3.00202
trigger-0-unbounded-lhs-0-historically;8n;2.234;2.211;0.013;1.65549
trigger-0-unbounded-lhs-0-historically;8l;1.500;1.482;0.012;1.14829
trigger-0-unbounded-lhs-0-historically;8c;17.489;17.448;0.031;13.0418
trigger-0-unbounded-lhs-0-historically;baseline;0.202;0.185;0.008;0.140013
trigger-0-unbounded-lhs-0-historically;2n;0.436;0.419;0.008;0.327504
trigger-0-unbounded-lhs-0-historically;2l;0.380;0.361;0.011;0.278159
trigger-0-unbounded-lhs-0-historically;2c;0.832;0.811;0.011;0.627187
trigger-0-unbounded-lhs-0-historically;4n;0.997;0.979;0.009;0.756106
trigger-0-unbounded-lhs-0-historically;4l;0.752;0.733;0.010;0.568538
trigger-0-unbounded-lhs-0-historically;4c;3.916;3.897;0.011;3.0113
trigger-0-unbounded-lhs-0-historically;8n;2.232;2.209;0.013;1.65474
trigger-0-unbounded-lhs-0-historically;8l;1.506;1.486;0.012;1.15618
trigger-0-unbounded-lhs-0-historically;8c;17.587;17.546;0.036;13.142
trigger-0-unbounded-lhs-0-historically;baseline;0.201;0.183;0.014;0.139929
trigger-0-unbounded-lhs-0-historically;2n;0.448;0.428;0.015;0.333832
trigger-0-unbounded-lhs-0-historically;2l;0.387;0.370;0.008;0.285863
trigger-0-unbounded-lhs-0-historically;2c;0.834;0.814;0.011;0.63013
trigger-0-unbounded-lhs-0-historically;4n;0.998;0.978;0.011;0.755156
trigger-0-unbounded-lhs-0-historically;4l;0.758;0.738;0.011;0.573672
trigger-0-unbounded-lhs-0-historically;4c;3.939;3.917;0.012;3.02805
trigger-0-unbounded-lhs-0-historically;8n;2.213;2.191;0.016;1.63611
trigger-0-unbounded-lhs-0-historically;8l;1.480;1.461;0.014;1.13455
trigger-0-unbounded-lhs-0-historically;8c;17.680;17.639;0.031;13.1951
trigger-0-unbounded-lhs-0-historically;baseline;0.210;0.192;0.009;0.146616
trigger-0-unbounded-lhs-0-historically;2n;0.447;0.429;0.013;0.335792
trigger-0-unbounded-lhs-0-historically;2l;0.385;0.369;0.007;0.284758
trigger-0-unbounded-lhs-0-historically;2c;0.820;0.800;0.011;0.620555
trigger-0-unbounded-lhs-0-historically;4n;0.999;0.981;0.013;0.759232
trigger-0-unbounded-lhs-0-historically;4l;0.760;0.740;0.011;0.571452
trigger-0-unbounded-lhs-0-historically;4c;3.947;3.927;0.011;3.03122
trigger-0-unbounded-lhs-0-historically;8n;2.256;2.235;0.012;1.68116
trigger-0-unbounded-lhs-0-historically;8l;1.491;1.474;0.009;1.14578
trigger-0-unbounded-lhs-0-historically;8c;17.904;17.862;0.034;13.4554
trigger-0-unbounded-lhs-0-historically;baseline;0.198;0.182;0.011;0.139033
trigger-0-unbounded-lhs-0-historically;2n;0.444;0.427;0.008;0.334308
trigger-0-unbounded-lhs-0-historically;2l;0.386;0.370;0.008;0.285185
trigger-0-unbounded-lhs-0-historically;2c;0.816;0.798;0.008;0.620496
trigger-0-unbounded-lhs-0-historically;4n;1.001;0.981;0.012;0.757623
trigger-0-unbounded-lhs-0-historically;4l;0.745;0.729;0.007;0.567
trigger-0-unbounded-lhs-0-historically;4c;3.939;3.918;0.014;3.03266
trigger-0-unbounded-lhs-0-historically;8n;2.243;2.220;0.014;1.65823
trigger-0-unbounded-lhs-0-historically;8l;1.503;1.484;0.014;1.15757
trigger-0-unbounded-lhs-0-historically;8c;17.717;17.675;0.033;13.2411
trigger-0-unbounded-lhs-0-historically;baseline;0.200;0.183;0.012;0.139294
trigger-0-unbounded-lhs-0-historically;2n;0.451;0.432;0.013;0.338184
trigger-0-unbounded-lhs-0-historically;2l;0.389;0.370;0.009;0.286382
trigger-0-unbounded-lhs-0-historically;2c;0.827;0.807;0.012;0.629259
trigger-0-unbounded-lhs-0-historically;4n;1.015;0.994;0.013;0.768809
