experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
trigger-0-unbounded-lhs-0-historically;4l;0.760;0.739;0.012;0.571401
trigger-0-unbounded-lhs-0-historically;4c;3.935;3.914;0.011;3.02659
trigger-0-unbounded-lhs-0-historically;8n;2.229;2.206;0.015;1.657
trigger-0-unbounded-lhs-0-historically;8l;1.507;1.486;0.013;1.15889
trigger-0-unbounded-lhs-0-historically;8c;17.722;17.679;0.033;13.2392
trigger-0-unbounded-lhs-0-historically;baseline;0.203;0.184;0.011;0.140491
trigger-0-unbounded-lhs-0-historically;2n;0.444;0.428;0.008;0.334697
trigger-0-unbounded-lhs-0-historically;2l;0.390;0.370;0.011;0.284628
trigger-0-unbounded-lhs-0-historically;2c;0.819;0.802;0.008;0.622905
trigger-0-unbounded-lhs-0-historically;4n;1.017;0.999;0.009;0.770198
trigger-0-unbounded-lhs-0-historically;4l;0.763;0.745;0.013;0.580787
trigger-0-unbounded-lhs-0-historically;4c;3.912;3.891;0.012;3.00681
trigger-0-unbounded-lhs-0-historically;8n;2.213;2.190;0.014;1.63458
trigger-0-unbounded-lhs-0-historically;8l;1.498;1.480;0.009;1.15253
trigger-0-unbounded-lhs-0-historically;8c;17.450;17.408;0.032;13.0058
trigger-0-unbounded-lhs-0-historically;baseline;0.198;0.183;0.008;0.139149
trigger-0-unbounded-lhs-0-historically;2n;0.447;0.429;0.014;0.334425
trigger-0-unbounded-lhs-0-historically;2l;0.387;0.371;0.007;0.286262
trigger-0-unbounded-lhs-0-historically;2c;0.822;0.805;0.008;0.62539
trigger-0-unbounded-lhs-0-historically;4n;1.007;0.987;0.012;0.761497
trigger-0-unbounded-lhs-0-historically;4l;0.758;0.741;0.010;0.578091
trigger-0-unbounded-lhs-0-historically;4c;3.957;3.936;0.011;3.04314
trigger-0-unbounded-lhs-0-historically;8n;2.228;2.206;0.014;1.65027
trigger-0-unbounded-lhs-0-historically;8l;1.494;1.474;0.009;1.14242
trigger-0-unbounded-lhs-0-historically;8c;17.500;17.460;0.030;13.0405
trigger-0-unbounded-lhs-0-since;baseline;0.152;0.132;0.015;0.097901
trigger-0-unbounded-lhs-0-since;2n;0.308;0.288;0.014;0.220151
trigger-0-unbounded-lhs-0-since;2l;0.266;0.247;0.009;0.186644
trigger-0-unbounded-lhs-0-since;2c;0.588;0.568;0.014;0.435919
trigger-0-unbounded-lhs-0-since;4n;0.716;0.697;0.009;0.540252
trigger-0-unbounded-lhs-0-since;4l;0.517;0.496;0.014;0.373711
trigger-0-unbounded-lhs-0-since;4c;2.779;2.755;0.018;2.15837
trigger-0-unbounded-lhs-0-since;8n;1.537;1.516;0.012;1.16323
trigger-0-unbounded-lhs-0-since;8l;0.977;0.956;0.011;0.726986
trigger-0-unbounded-lhs-0-since;8c;12.365;12.327;0.029;9.43117
trigger-0-unbounded-lhs-0-since;baseline;0.146;0.127;0.010;0.094144
trigger-0-unbounded-lhs-0-since;2n;0.298;0.280;0.013;0.214946
trigger-0-unbounded-lhs-0-since;2l;0.260;0.242;0.013;0.182784
trigger-0-unbounded-lhs-0-since;2c;0.581;0.563;0.014;0.431472
trigger-0-unbounded-lhs-0-since;4n;0.706;0.690;0.008;0.537185
trigger-0-unbounded-lhs-0-since;4l;0.510;0.491;0.010;0.371559
trigger-0-unbounded-lhs-0-since;4c;2.784;2.749;0.012;2.15411
trigger-0-unbounded-lhs-0-since;8n;1.541;1.519;0.013;1.16353
trigger-0-unbounded-lhs-0-since;8l;0.979;0.958;0.012;0.731822
trigger-0-unbounded-lhs-0-since;8c;12.463;12.429;0.027;9.58961
trigger-0-unbounded-lhs-0-since;baseline;0.148;0.129;0.010;0.095209
trigger-0-unbounded-lhs-0-since;2n;0.304;0.287;0.008;0.220849
trigger-0-unbounded-lhs-0-since;2l;0.253;0.237;0.009;0.178934
trigger-0-unbounded-lhs-0-since;2c;0.594;0.577;0.009;0.444905
trigger-0-unbounded-lhs-0-since;4n;0.716;0.698;0.010;0.54621
trigger-0-unbounded-lhs-0-since;4l;0.510;0.492;0.009;0.373063
trigger-0-unbounded-lhs-0-since;4c;2.795;2.777;0.010;2.18207
trigger-0-unbounded-lhs-0-since;8n;1.564;1.542;0.014;1.1808
trigger-0-unbounded-lhs-0-since;8l;0.971;0.952;0.014;0.725281
trigger-0-unbounded-lhs-0-since;8c;12.274;12.241;0.026;9.40514
trigger-0-unbounded-lhs-0-since;baseline;0.144;0.128;0.010;0.094825
trigger-0-unbounded-lhs-0-since;2n;0.298;0.279;0.014;0.214443
trigger-0-unbounded-lhs-0-since;2l;0.263;0.245;0.008;0.185385
trigger-0-unbounded-lhs-0-since;2c;0.584;0.564;0.010;0.431667
trigger-0-unbounded-lhs-0-since;4n;0.706;0.690;0.007;0.53827
trigger-0-unbounded-lhs-0-since;4l;0.503;0.487;0.010;0.366509
trigger-0-unbounded-lhs-0-since;4c;2.753;2.733;0.015;2.13971
trigger-0-unbounded-lhs-0-since;8n;1.540;1.521;0.013;1.16581
trigger-0-unbounded-lhs-0-since;8l;0.971;0.950;0.014;0.725003
trigger-0-unbounded-lhs-0-since;8c;12.220;12.189;0.022;9.3544
trigger-0-unbounded-lhs-0-since;baseline;0.145;0.128;0.008;0.09427
trigger-0-unbounded-lhs-0-since;2n;0.304;0.287;0.008;0.220373
trigger-0-unbounded-lhs-0-since;2l;0.256;0.239;0.008;0.179947
trigger-0-unbounded-lhs-0-since;2c;0.585;0.569;0.008;0.439398
trigger-0-unbounded-lhs-0-since;4n;0.733;0.707;0.014;0.552939
trigger-0-unbounded-lhs-0-since;4l;0.519;0.501;0.014;0.380634
trigger-0-unbounded-lhs-0-since;4c;2.797;2.777;0.012;2.18607
trigger-0-unbounded-lhs-0-since;8n;1.559;1.540;0.010;1.18189
trigger-0-unbounded-lhs-0-since;8l;0.991;0.971;0.014;0.744502
trigger-0-unbounded-lhs-0-since;8c;12.336;12.304;0.022;9.45378
trigger-0-unbounded-lhs-0-since;baseline;0.150;0.133;0.011;0.099409
trigger-0-unbounded-lhs-0-since;2n;0.307;0.288;0.010;0.220949
trigger-0-unbounded-lhs-0-since;2l;0.260;0.242;0.013;0.181858
trigger-0-unbounded-lhs-0-since;2c;0.579;0.561;0.013;0.432056
trigger-0-unbounded-lhs-0-since;4n;0.703;0.686;0.011;0.533531
trigger-0-unbounded-lhs-0-since;4l;0.510;0.493;0.010;0.371395
trigger-0-unbounded-lhs-0-since;4c;2.782;2.761;0.011;2.16591
trigger-0-unbounded-lhs-0-since;8n;1.547;1.526;0.011;1.16795
trigger-0-unbounded-lhs-0-since;8l;0.968;0.950;0.014;0.724309
trigger-0-unbounded-lhs-0-since;8c;12.340;12.307;0.023;9.45287
trigger-0-unbounded-lhs-0-since;baseline;0.149;0.131;0.014;0.097433
trigger-0-unbounded-lhs-0-since;2n;0.308;0.290;0.009;0.222578
trigger-0-unbounded-lhs-0-since;2l;0.258;0.239;0.013;0.179809
trigger-0-unbounded-lhs-0-since;2c;0.602;0.583;0.011;0.452168
trigger-0-unbounded-lhs-0-since;4n;0.715;0.696;0.009;0.540986
trigger-0-unbounded-lhs-0-since;4l;0.535;0.515;0.011;0.392982
trigger-0-unbounded-lhs-0-since;4c;2.758;2.740;0.009;2.13786
trigger-0-unbounded-lhs-0-since;8n;1.546;1.526;0.011;1.17054
trigger-0-unbounded-lhs-0-since;8l;0.972;0.953;0.014;0.722155
trigger-0-unbounded-lhs-0-since;8c;12.354;12.321;0.024;9.45834
trigger-0-unbounded-lhs-0-since;baseline;0.145;0.128;0.011;0.095628
trigger-0-unbounded-lhs-0-since;2n;0.306;0.289;0.008;0.221583
trigger-0-unbounded-lhs-0-since;2l;0.261;0.244;0.008;0.184054
trigger-0-unbounded-lhs-0-since;2c;0.613;0.580;0.009;0.446682
trigger-0-unbounded-lhs-0-since;4n;0.701;0.684;0.011;0.532758
trigger-0-unbounded-lhs-0-since;4l;0.510;0.491;0.010;0.368915
trigger-0-unbounded-lhs-0-since;4c;2.768;2.746;0.013;2.14458
trigger-0-unbounded-lhs-0-since;8n;1.558;1.536;0.014;1.17841
trigger-0-unbounded-lhs-0-since;8l;0.979;0.960;0.009;0.730921
trigger-0-unbounded-lhs-0-since;8c;12.362;12.328;0.026;9.46802
trigger-0-unbounded-lhs-0-since;baseline;0.145;0.128;0.009;0.094896
trigger-0-unbounded-lhs-0-since;2n;0.296;0.281;0.007;0.215889
trigger-0-unbounded-lhs-0-since;2l;0.257;0.238;0.010;0.178928
trigger-0-unbounded-lhs-0-since;2c;0.585;0.568;0.009;0.437079
trigger-0-unbounded-lhs-0-since;4n;0.704;0.687;0.008;0.536703
trigger-0-unbounded-lhs-0-since;4l;0.513;0.495;0.009;0.373352
trigger-0-unbounded-lhs-0-since;4c;2.784;2.763;0.012;2.17109
trigger-0-unbounded-lhs-0-since;8n;1.550;1.527;0.014;1.16782
trigger-0-unbounded-lhs-0-since;8l;0.969;0.951;0.008;0.725409
trigger-0-unbounded-lhs-0-since;8c;12.306;12.274;0.027;9.4222
trigger-0-unbounded-lhs-0-since;baseline;0.147;0.129;0.008;0.095023
trigger-0-unbounded-lhs-0-since;2n;0.316;0.296;0.011;0.228107
trigger-0-unbounded-lhs-0-since;2l;0.261;0.241;0.012;0.182086
trigger-0-unbounded-lhs-0-since;2c;0.588;0.571;0.008;0.439833
trigger-0-unbounded-lhs-0-since;4n;0.725;0.709;0.008;0.551941
trigger-0-unbounded-lhs-0-since;4l;0.516;0.498;0.008;0.376231
trigger-0-unbounded-lhs-0-since;4c;2.770;2.750;0.015;2.15116
trigger-0-unbounded-lhs-0-since;8n;1.548;1.526;0.012;1.16568
trigger-0-unbounded-lhs-0-since;8l;0.970;0.951;0.012;0.725149
trigger-0-unbounded-lhs-0-since;8c;12.295;12.246;0.029;9.40462
trigger-0-unbounded-lhs-1-historically;baseline;0.373;0.352;0.013;0.286832
trigger-0-unbounded-lhs-1-historically;2n;0.822;0.800;0.012;0.648267
trigger-0-unbounded-lhs-1-historically;2l;0.727;0.706;0.016;0.57926
trigger-0-unbounded-lhs-1-historically;2c;1.648;1.623;0.014;1.30687
trigger-0-unbounded-lhs-1-historically;4n;1.883;1.854;0.018;1.40942
trigger-0-unbounded-lhs-1-historically;4l;1.467;1.442;0.018;1.19269
trigger-0-unbounded-lhs-1-historically;4c;7.884;7.837;0.034;5.8709
trigger-0-unbounded-lhs-1-historically;8n;4.232;4.199;0.026;3.12144
trigger-0-unbounded-lhs-1-historically;8l;3.018;2.986;0.021;2.49154
trigger-0-unbounded-lhs-1-historically;8c;36.014;35.892;0.110;26.1655
trigger-0-unbounded-lhs-1-historically;baseline;0.359;0.342;0.008;0.277641
trigger-0-unbounded-lhs-1-historically;2n;0.806;0.786;0.011;0.636681
trigger-0-unbounded-lhs-1-historically;2l;0.738;0.707;0.011;0.580985
trigger-0-unbounded-lhs-1-historically;2c;1.649;1.625;0.019;1.3117
trigger-0-unbounded-lhs-1-historically;4n;1.864;1.840;0.014;1.39841
trigger-0-unbounded-lhs-1-historically;4l;1.478;1.454;0.019;1.20173
trigger-0-unbounded-lhs-1-historically;4c;7.756;7.713;0.035;5.76162
trigger-0-unbounded-lhs-1-historically;8n;4.230;4.200;0.021;3.12979
trigger-0-unbounded-lhs-1-historically;8l;3.026;2.997;0.018;2.5026
trigger-0-unbounded-lhs-1-historically;8c;35.874;35.752;0.113;26.066
trigger-0-unbounded-lhs-1-historically;baseline;0.371;0.351;0.013;0.284099
trigger-0-unbounded-lhs-1-historically;2n;0.814;0.793;0.011;0.641282
trigger-0-unbounded-lhs-1-historically;2l;0.727;0.708;0.012;0.584508
trigger-0-unbounded-lhs-1-historically;2c;1.641;1.617;0.012;1.30516
trigger-0-unbounded-lhs-1-historically;4n;1.907;1.861;0.014;1.41299
trigger-0-unbounded-lhs-1-historically;4l;1.465;1.441;0.015;1.19594
trigger-0-unbounded-lhs-1-historically;4c;7.810;7.768;0.031;5.82378
trigger-0-unbounded-lhs-1-historically;8n;4.232;4.200;0.022;3.12746
trigger-0-unbounded-lhs-1-historically;8l;2.986;2.956;0.020;2.4642
trigger-0-unbounded-lhs-1-historically;8c;35.715;35.595;0.102;25.8943
trigger-0-unbounded-lhs-1-historically;baseline;0.361;0.343;0.009;0.278131
trigger-0-unbounded-lhs-1-historically;2n;0.807;0.785;0.012;0.63754
trigger-0-unbounded-lhs-1-historically;2l;0.712;0.693;0.009;0.568731
trigger-0-unbounded-lhs-1-historically;2c;1.633;1.612;0.015;1.30091
trigger-0-unbounded-lhs-1-historically;4n;1.862;1.838;0.013;1.39794
trigger-0-unbounded-lhs-1-historically;4l;1.508;1.463;0.015;1.21256
trigger-0-unbounded-lhs-1-historically;4c;7.807;7.765;0.035;5.83953
trigger-0-unbounded-lhs-1-historically;8n;4.230;4.201;0.021;3.13651
trigger-0-unbounded-lhs-1-historically;8l;3.014;2.986;0.022;2.48489
trigger-0-unbounded-lhs-1-historically;8c;35.771;35.651;0.103;25.9637
trigger-0-unbounded-lhs-1-historically;baseline;0.361;0.343;0.009;0.277813
trigger-0-unbounded-lhs-1-historically;2n;0.814;0.795;0.010;0.644052
trigger-0-unbounded-lhs-1-historically;2l;0.719;0.697;0.013;0.570298
trigger-0-unbounded-lhs-1-historically;2c;1.636;1.612;0.015;1.29906
trigger-0-unbounded-lhs-1-historically;4n;1.882;1.856;0.016;1.40603
trigger-0-unbounded-lhs-1-historically;4l;1.463;1.441;0.015;1.19488
trigger-0-unbounded-lhs-1-historically;4c;7.777;7.734;0.036;5.80227
trigger-0-unbounded-lhs-1-historically;8n;4.298;4.266;0.025;3.17982
trigger-0-unbounded-lhs-1-historically;8l;3.033;3.004;0.018;2.50511
trigger-0-unbounded-lhs-1-historically;8c;35.891;35.767;0.109;26.0517
trigger-0-unbounded-lhs-1-historically;baseline;0.352;0.334;0.013;0.270827
trigger-0-unbounded-lhs-1-historically;2n;0.801;0.783;0.009;0.634353
trigger-0-unbounded-lhs-1-historically;2l;0.723;0.703;0.015;0.576653
trigger-0-unbounded-lhs-1-historically;2c;1.638;1.615;0.013;1.30257
trigger-0-unbounded-lhs-1-historically;4n;1.884;1.858;0.017;1.40795
trigger-0-unbounded-lhs-1-historically;4l;1.474;1.449;0.019;1.20174
trigger-0-unbounded-lhs-1-historically;4c;7.815;7.760;0.039;5.81658
trigger-0-unbounded-lhs-1-historically;8n;4.239;4.209;0.021;3.13108
trigger-0-unbounded-lhs-1-historically;8l;3.011;2.981;0.020;2.48447
trigger-0-unbounded-lhs-1-historically;8c;35.999;35.863;0.111;26.1579
trigger-0-unbounded-lhs-1-historically;baseline;0.362;0.343;0.011;0.278729
trigger-0-unbounded-lhs-1-historically;2n;0.804;0.785;0.010;0.636889
trigger-0-unbounded-lhs-1-historically;2l;0.713;0.695;0.011;0.56997
trigger-0-unbounded-lhs-1-historically;2c;1.642;1.617;0.016;1.3034
trigger-0-unbounded-lhs-1-historically;4n;1.876;1.852;0.019;1.40613
trigger-0-unbounded-lhs-1-historically;4l;1.456;1.431;0.015;1.1813
trigger-0-unbounded-lhs-1-historically;4c;7.754;7.692;0.037;5.78209
trigger-0-unbounded-lhs-1-historically;8n;4.204;4.174;0.024;3.10685
trigger-0-unbounded-lhs-1-historically;8l;3.055;3.026;0.019;2.52772
trigger-0-unbounded-lhs-1-historically;8c;35.774;35.654;0.110;25.9322
trigger-0-unbounded-lhs-1-historically;baseline;0.361;0.340;0.012;0.27652
trigger-0-unbounded-lhs-1-historically;2n;0.804;0.783;0.012;0.634743
trigger-0-unbounded-lhs-1-historically;2l;0.729;0.709;0.011;0.581779
trigger-0-unbounded-lhs-1-historically;2c;1.632;1.608;0.018;1.29803
trigger-0-unbounded-lhs-1-historically;4n;1.873;1.848;0.019;1.40438
trigger-0-unbounded-lhs-1-historically;4l;1.449;1.426;0.018;1.18142
trigger-0-unbounded-lhs-1-historically;4c;7.801;7.746;0.036;5.8171
trigger-0-unbounded-lhs-1-historically;8n;4.198;4.166;0.023;3.09391
trigger-0-unbounded-lhs-1-historically;8l;3.012;2.983;0.019;2.48567
trigger-0-unbounded-lhs-1-historically;8c;35.833;35.711;0.111;26.0003
trigger-0-unbounded-lhs-1-historically;baseline;0.355;0.336;0.010;0.272902
trigger-0-unbounded-lhs-1-historically;2n;0.817;0.794;0.013;0.642283
trigger-0-unbounded-lhs-1-historically;2l;0.741;0.719;0.013;0.591862
trigger-0-unbounded-lhs-1-historically;2c;1.647;1.622;0.019;1.30763
trigger-0-unbounded-lhs-1-historically;4n;1.843;1.821;0.013;1.37889
trigger-0-unbounded-lhs-1-historically;4l;1.460;1.436;0.016;1.18998
trigger-0-unbounded-lhs-1-historically;4c;7.748;7.707;0.029;5.78167
trigger-0-unbounded-lhs-1-historically;8n;4.238;4.185;0.022;3.11048
trigger-0-unbounded-lhs-1-historically;8l;3.044;3.014;0.023;2.52132
trigger-0-unbounded-lhs-1-historically;8c;35.762;35.628;0.114;25.8981
trigger-0-unbounded-lhs-1-historically;baseline;0.355;0.337;0.013;0.273884
trigger-0-unbounded-lhs-1-historically;2n;0.808;0.786;0.013;0.636891
trigger-0-unbounded-lhs-1-historically;2l;0.722;0.702;0.010;0.577758
trigger-0-unbounded-lhs-1-historically;2c;1.637;1.613;0.019;1.30244
trigger-0-unbounded-lhs-1-historically;4n;1.890;1.865;0.015;1.42082
trigger-0-unbounded-lhs-1-historically;4l;1.456;1.433;0.018;1.1879
trigger-0-unbounded-lhs-1-historically;4c;7.841;7.800;0.032;5.84776
trigger-0-unbounded-lhs-1-historically;8n;4.319;4.265;0.023;3.1818
trigger-0-unbounded-lhs-1-historically;8l;3.012;2.983;0.024;2.48639
trigger-0-unbounded-lhs-1-historically;8c;35.968;35.834;0.114;26.1647
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.359;0.340;0.012;0.275562
trigger-0-unbounded-lhs-1-neg-historically;2n;0.810;0.789;0.015;0.642668
trigger-0-unbounded-lhs-1-neg-historically;2l;0.724;0.701;0.014;0.573933
trigger-0-unbounded-lhs-1-neg-historically;2c;1.668;1.642;0.016;1.3373
trigger-0-unbounded-lhs-1-neg-historically;4n;1.840;1.814;0.015;1.37843
trigger-0-unbounded-lhs-1-neg-historically;4l;1.426;1.402;0.014;1.15486
trigger-0-unbounded-lhs-1-neg-historically;4c;7.719;7.673;0.035;5.73171
trigger-0-unbounded-lhs-1-neg-historically;8n;4.157;4.123;0.024;3.04976
trigger-0-unbounded-lhs-1-neg-historically;8l;2.949;2.902;0.025;2.40554
trigger-0-unbounded-lhs-1-neg-historically;8c;35.616;35.479;0.116;25.708
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.359;0.338;0.012;0.273507
trigger-0-unbounded-lhs-1-neg-historically;2n;0.814;0.794;0.016;0.643632
trigger-0-unbounded-lhs-1-neg-historically;2l;0.695;0.676;0.010;0.553594
trigger-0-unbounded-lhs-1-neg-historically;2c;1.646;1.620;0.016;1.31695
trigger-0-unbounded-lhs-1-neg-historically;4n;1.847;1.823;0.014;1.38063
trigger-0-unbounded-lhs-1-neg-historically;4l;1.436;1.414;0.012;1.16775
trigger-0-unbounded-lhs-1-neg-historically;4c;7.757;7.714;0.031;5.75859
trigger-0-unbounded-lhs-1-neg-historically;8n;4.173;4.140;0.027;3.06773
trigger-0-unbounded-lhs-1-neg-historically;8l;2.904;2.875;0.023;2.3855
trigger-0-unbounded-lhs-1-neg-historically;8c;35.504;35.382;0.107;25.6178
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.355;0.338;0.009;0.274622
trigger-0-unbounded-lhs-1-neg-historically;2n;0.804;0.782;0.016;0.635034
trigger-0-unbounded-lhs-1-neg-historically;2l;0.710;0.689;0.015;0.564315
trigger-0-unbounded-lhs-1-neg-historically;2c;1.632;1.610;0.012;1.31108
trigger-0-unbounded-lhs-1-neg-historically;4n;1.845;1.820;0.015;1.38278
trigger-0-unbounded-lhs-1-neg-historically;4l;1.427;1.403;0.015;1.15691
trigger-0-unbounded-lhs-1-neg-historically;4c;7.750;7.708;0.030;5.76633
trigger-0-unbounded-lhs-1-neg-historically;8n;4.173;4.139;0.022;3.06969
trigger-0-unbounded-lhs-1-neg-historically;8l;2.928;2.900;0.020;2.41018
trigger-0-unbounded-lhs-1-neg-historically;8c;35.494;35.359;0.111;25.5719
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.347;0.329;0.014;0.266571
trigger-0-unbounded-lhs-1-neg-historically;2n;0.808;0.788;0.010;0.63785
trigger-0-unbounded-lhs-1-neg-historically;2l;0.695;0.677;0.012;0.553787
trigger-0-unbounded-lhs-1-neg-historically;2c;1.637;1.615;0.013;1.31699
trigger-0-unbounded-lhs-1-neg-historically;4n;1.829;1.807;0.015;1.37406
trigger-0-unbounded-lhs-1-neg-historically;4l;1.426;1.403;0.018;1.1575
trigger-0-unbounded-lhs-1-neg-historically;4c;7.689;7.649;0.035;5.71711
trigger-0-unbounded-lhs-1-neg-historically;8n;4.170;4.137;0.022;3.06884
trigger-0-unbounded-lhs-1-neg-historically;8l;2.898;2.869;0.018;2.38458
trigger-0-unbounded-lhs-1-neg-historically;8c;35.329;35.209;0.106;25.4883
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.348;0.329;0.010;0.265442
trigger-0-unbounded-lhs-1-neg-historically;2n;0.825;0.795;0.015;0.646362
trigger-0-unbounded-lhs-1-neg-historically;2l;0.696;0.678;0.009;0.553917
trigger-0-unbounded-lhs-1-neg-historically;2c;1.638;1.615;0.013;1.30929
trigger-0-unbounded-lhs-1-neg-historically;4n;1.875;1.850;0.019;1.41154
trigger-0-unbounded-lhs-1-neg-historically;4l;1.428;1.405;0.018;1.15998
trigger-0-unbounded-lhs-1-neg-historically;4c;7.706;7.661;0.032;5.72511
trigger-0-unbounded-lhs-1-neg-historically;8n;4.165;4.134;0.021;3.0648
trigger-0-unbounded-lhs-1-neg-historically;8l;2.939;2.910;0.024;2.41766
trigger-0-unbounded-lhs-1-neg-historically;8c;35.327;35.208;0.106;25.4814
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.347;0.329;0.014;0.266076
trigger-0-unbounded-lhs-1-neg-historically;2n;0.797;0.775;0.017;0.629488
trigger-0-unbounded-lhs-1-neg-historically;2l;0.699;0.678;0.011;0.552791
trigger-0-unbounded-lhs-1-neg-historically;2c;1.643;1.618;0.015;1.31966
trigger-0-unbounded-lhs-1-neg-historically;4n;1.849;1.811;0.020;1.37287
trigger-0-unbounded-lhs-1-neg-historically;4l;1.424;1.401;0.018;1.15435
trigger-0-unbounded-lhs-1-neg-historically;4c;7.698;7.656;0.030;5.72749
trigger-0-unbounded-lhs-1-neg-historically;8n;4.163;4.131;0.023;3.05434
trigger-0-unbounded-lhs-1-neg-historically;8l;2.910;2.877;0.023;2.39071
trigger-0-unbounded-lhs-1-neg-historically;8c;35.423;35.304;0.112;25.559
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.360;0.340;0.012;0.276517
trigger-0-unbounded-lhs-1-neg-historically;2n;0.793;0.774;0.010;0.627037
trigger-0-unbounded-lhs-1-neg-historically;2l;0.711;0.690;0.016;0.565033
trigger-0-unbounded-lhs-1-neg-historically;2c;1.634;1.612;0.012;1.30728
trigger-0-unbounded-lhs-1-neg-historically;4n;1.857;1.832;0.017;1.39482
trigger-0-unbounded-lhs-1-neg-historically;4l;1.468;1.429;0.020;1.18147
trigger-0-unbounded-lhs-1-neg-historically;4c;7.755;7.713;0.035;5.774
trigger-0-unbounded-lhs-1-neg-historically;8n;4.173;4.140;0.022;3.06663
trigger-0-unbounded-lhs-1-neg-historically;8l;2.923;2.894;0.023;2.39668
trigger-0-unbounded-lhs-1-neg-historically;8c;35.495;35.374;0.110;25.6069
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.351;0.334;0.008;0.269719
trigger-0-unbounded-lhs-1-neg-historically;2n;0.798;0.779;0.010;0.633233
trigger-0-unbounded-lhs-1-neg-historically;2l;0.701;0.679;0.014;0.553171
trigger-0-unbounded-lhs-1-neg-historically;2c;1.631;1.609;0.013;1.31189
trigger-0-unbounded-lhs-1-neg-historically;4n;1.855;1.829;0.017;1.39293
trigger-0-unbounded-lhs-1-neg-historically;4l;1.420;1.397;0.013;1.15267
trigger-0-unbounded-lhs-1-neg-historically;4c;7.765;7.720;0.034;5.77214
trigger-0-unbounded-lhs-1-neg-historically;8n;4.181;4.148;0.023;3.07488
trigger-0-unbounded-lhs-1-neg-historically;8l;2.875;2.848;0.017;2.36353
trigger-0-unbounded-lhs-1-neg-historically;8c;35.560;35.437;0.104;25.6797
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.349;0.332;0.008;0.268608
trigger-0-unbounded-lhs-1-neg-historically;2n;0.809;0.788;0.012;0.641347
trigger-0-unbounded-lhs-1-neg-historically;2l;0.706;0.685;0.012;0.561881
trigger-0-unbounded-lhs-1-neg-historically;2c;1.633;1.610;0.013;1.30921
trigger-0-unbounded-lhs-1-neg-historically;4n;1.849;1.826;0.016;1.39343
trigger-0-unbounded-lhs-1-neg-historically;4l;1.433;1.412;0.014;1.16622
trigger-0-unbounded-lhs-1-neg-historically;4c;7.814;7.773;0.032;5.82378
trigger-0-unbounded-lhs-1-neg-historically;8n;4.163;4.129;0.023;3.05361
trigger-0-unbounded-lhs-1-neg-historically;8l;2.921;2.892;0.022;2.40394
trigger-0-unbounded-lhs-1-neg-historically;8c;35.405;35.284;0.112;25.569
trigger-0-unbounded-lhs-1-neg-historically;baseline;0.346;0.327;0.013;0.264979
trigger-0-unbounded-lhs-1-neg-historically;2n;0.810;0.790;0.011;0.642871
trigger-0-unbounded-lhs-1-neg-historically;2l;0.702;0.680;0.013;0.556721
trigger-0-unbounded-lhs-1-neg-historically;2c;1.641;1.615;0.016;1.31374
trigger-0-unbounded-lhs-1-neg-historically;4n;1.837;1.812;0.016;1.37342
trigger-0-unbounded-lhs-1-neg-historically;4l;1.477;1.438;0.019;1.1883
trigger-0-unbounded-lhs-1-neg-historically;4c;7.949;7.894;0.049;5.92417
trigger-0-unbounded-lhs-1-neg-historically;8n;4.266;4.203;0.027;3.11916
trigger-0-unbounded-lhs-1-neg-historically;8l;2.903;2.873;0.020;2.38039
trigger-0-unbounded-lhs-1-neg-historically;8c;35.526;35.389;0.116;25.6213
trigger-0-unbounded-lhs-1-neg-since;baseline;0.251;0.231;0.009;0.179181
trigger-0-unbounded-lhs-1-neg-since;2n;0.523;0.502;0.015;0.393253
trigger-0-unbounded-lhs-1-neg-since;2l;0.465;0.446;0.011;0.345018
trigger-0-unbounded-lhs-1-neg-since;2c;1.055;1.030;0.016;0.802257
trigger-0-unbounded-lhs-1-neg-since;4n;1.186;1.163;0.013;0.869106
trigger-0-unbounded-lhs-1-neg-since;4l;0.948;0.923;0.014;0.722657
trigger-0-unbounded-lhs-1-neg-since;4c;4.984;4.952;0.025;3.61497
trigger-0-unbounded-lhs-1-neg-since;8n;2.832;2.805;0.016;1.96991
trigger-0-unbounded-lhs-1-neg-since;8l;1.744;1.722;0.012;1.34389
trigger-0-unbounded-lhs-1-neg-since;8c;23.781;23.699;0.070;16.4889
trigger-0-unbounded-lhs-1-neg-since;baseline;0.243;0.224;0.010;0.172934
trigger-0-unbounded-lhs-1-neg-since;2n;0.518;0.500;0.008;0.390109
trigger-0-unbounded-lhs-1-neg-since;2l;0.455;0.438;0.008;0.338732
trigger-0-unbounded-lhs-1-neg-since;2c;1.027;1.007;0.015;0.783219
trigger-0-unbounded-lhs-1-neg-since;4n;1.195;1.175;0.011;0.880514
trigger-0-unbounded-lhs-1-neg-since;4l;0.943;0.922;0.014;0.723745
trigger-0-unbounded-lhs-1-neg-since;4c;4.956;4.923;0.023;3.58659
