experiment;asymptotic;native real time;native user time;native sys time;native trigger time;native meval time
trigger-0-bounded-lhs-2-historically;4c;4.079;4.027;0.042;0.725583;1.98631
trigger-0-bounded-lhs-2-historically;8n;2.191;2.153;0.028;0.400014;1.02887
trigger-0-bounded-lhs-2-historically;8l;1.608;1.575;0.022;0.374231;1.06496
trigger-0-bounded-lhs-2-historically;8c;18.490;18.336;0.143;3.35408;8.50381
trigger-0-bounded-lhs-2-historically;baseline;0.199;0.179;0.014;0.040495;0.113145
trigger-0-bounded-lhs-2-historically;2n;0.452;0.420;0.013;0.077351;0.255322
trigger-0-bounded-lhs-2-historically;2l;0.404;0.383;0.011;0.083676;0.254319
trigger-0-bounded-lhs-2-historically;2c;0.879;0.853;0.016;0.150621;0.524159
trigger-0-bounded-lhs-2-historically;4n;0.978;0.951;0.019;0.168269;0.478538
trigger-0-bounded-lhs-2-historically;4l;0.818;0.793;0.018;0.18887;0.530845
trigger-0-bounded-lhs-2-historically;4c;4.066;4.015;0.037;0.725302;1.9799
trigger-0-bounded-lhs-2-historically;8n;2.201;2.164;0.029;0.410802;1.04776
trigger-0-bounded-lhs-2-historically;8l;1.616;1.580;0.024;0.376875;1.06968
trigger-0-bounded-lhs-2-historically;8c;18.298;18.147;0.141;3.31194;8.42371
trigger-0-bounded-lhs-2-historically;baseline;0.204;0.185;0.015;0.042045;0.116998
trigger-0-bounded-lhs-2-historically;2n;0.458;0.431;0.014;0.078064;0.262097
trigger-0-bounded-lhs-2-historically;2l;0.394;0.373;0.011;0.083774;0.245559
trigger-0-bounded-lhs-2-historically;2c;0.873;0.847;0.020;0.150152;0.520575
trigger-0-bounded-lhs-2-historically;4n;0.988;0.958;0.021;0.173704;0.482268
trigger-0-bounded-lhs-2-historically;4l;0.793;0.768;0.014;0.180808;0.51133
trigger-0-bounded-lhs-2-historically;4c;4.077;4.027;0.041;0.735877;1.99074
trigger-0-bounded-lhs-2-historically;8n;2.176;2.138;0.027;0.397837;1.02554
trigger-0-bounded-lhs-2-historically;8l;1.643;1.609;0.027;0.37385;1.09842
trigger-0-bounded-lhs-2-historically;8c;18.388;18.234;0.140;3.37742;8.5253
trigger-0-bounded-lhs-2-historically;baseline;0.221;0.187;0.011;0.042288;0.11855
trigger-0-bounded-lhs-2-historically;2n;0.436;0.414;0.012;0.074992;0.249662
trigger-0-bounded-lhs-2-historically;2l;0.394;0.371;0.014;0.083122;0.241758
trigger-0-bounded-lhs-2-historically;2c;0.883;0.857;0.015;0.151702;0.526277
trigger-0-bounded-lhs-2-historically;4n;0.967;0.938;0.019;0.168225;0.470869
trigger-0-bounded-lhs-2-historically;4l;0.805;0.778;0.018;0.184975;0.517411
trigger-0-bounded-lhs-2-historically;4c;4.164;4.114;0.036;0.729564;2.08279
trigger-0-bounded-lhs-2-historically;8n;2.168;2.132;0.029;0.397268;1.01818
trigger-0-bounded-lhs-2-historically;8l;1.602;1.567;0.024;0.372457;1.0611
trigger-0-bounded-lhs-2-historically;8c;18.419;18.268;0.137;3.40396;8.55818
trigger-0-bounded-lhs-2-neg-historically;baseline;0.211;0.189;0.015;0.047055;0.123484
trigger-0-bounded-lhs-2-neg-historically;2n;0.446;0.422;0.014;0.079232;0.259642
trigger-0-bounded-lhs-2-neg-historically;2l;0.411;0.384;0.014;0.092728;0.252809
trigger-0-bounded-lhs-2-neg-historically;2c;0.900;0.868;0.019;0.16817;0.536637
trigger-0-bounded-lhs-2-neg-historically;4n;1.008;0.979;0.018;0.1823;0.489883
trigger-0-bounded-lhs-2-neg-historically;4l;0.823;0.796;0.021;0.184425;0.53418
trigger-0-bounded-lhs-2-neg-historically;4c;4.119;4.064;0.041;0.734215;2.00325
trigger-0-bounded-lhs-2-neg-historically;8n;2.279;2.240;0.025;0.436441;1.05964
trigger-0-bounded-lhs-2-neg-historically;8l;1.651;1.612;0.027;0.396191;1.10251
trigger-0-bounded-lhs-2-neg-historically;8c;18.770;18.602;0.152;3.58808;8.70156
trigger-0-bounded-lhs-2-neg-historically;baseline;0.204;0.185;0.011;0.045177;0.119193
trigger-0-bounded-lhs-2-neg-historically;2n;0.437;0.412;0.016;0.078171;0.254369
trigger-0-bounded-lhs-2-neg-historically;2l;0.402;0.380;0.017;0.092128;0.250735
trigger-0-bounded-lhs-2-neg-historically;2c;0.886;0.860;0.015;0.167252;0.533153
trigger-0-bounded-lhs-2-neg-historically;4n;0.998;0.971;0.017;0.180765;0.486215
trigger-0-bounded-lhs-2-neg-historically;4l;0.804;0.777;0.016;0.183658;0.525053
trigger-0-bounded-lhs-2-neg-historically;4c;4.136;4.085;0.039;0.754078;2.03597
trigger-0-bounded-lhs-2-neg-historically;8n;2.248;2.209;0.029;0.438947;1.05578
trigger-0-bounded-lhs-2-neg-historically;8l;1.678;1.644;0.022;0.397402;1.13266
trigger-0-bounded-lhs-2-neg-historically;8c;18.851;18.690;0.149;3.66457;8.82939
trigger-0-bounded-lhs-2-neg-historically;baseline;0.204;0.185;0.013;0.045638;0.119668
trigger-0-bounded-lhs-2-neg-historically;2n;0.437;0.416;0.011;0.078397;0.256809
trigger-0-bounded-lhs-2-neg-historically;2l;0.404;0.381;0.013;0.09171;0.251204
trigger-0-bounded-lhs-2-neg-historically;2c;0.896;0.868;0.018;0.17003;0.537898
trigger-0-bounded-lhs-2-neg-historically;4n;1.000;0.973;0.019;0.181086;0.48923
trigger-0-bounded-lhs-2-neg-historically;4l;0.797;0.770;0.016;0.181192;0.519309
trigger-0-bounded-lhs-2-neg-historically;4c;4.129;4.076;0.044;0.752907;2.03507
trigger-0-bounded-lhs-2-neg-historically;8n;2.254;2.218;0.024;0.441447;1.05429
trigger-0-bounded-lhs-2-neg-historically;8l;1.631;1.597;0.022;0.393828;1.08923
trigger-0-bounded-lhs-2-neg-historically;8c;18.910;18.749;0.143;3.71705;8.88247
trigger-0-bounded-lhs-2-neg-historically;baseline;0.201;0.183;0.009;0.044952;0.118066
trigger-0-bounded-lhs-2-neg-historically;2n;0.445;0.424;0.016;0.080582;0.262448
trigger-0-bounded-lhs-2-neg-historically;2l;0.404;0.381;0.014;0.092794;0.25171
trigger-0-bounded-lhs-2-neg-historically;2c;0.885;0.860;0.015;0.166429;0.532057
trigger-0-bounded-lhs-2-neg-historically;4n;0.972;0.947;0.015;0.174667;0.474046
trigger-0-bounded-lhs-2-neg-historically;4l;0.809;0.783;0.022;0.186535;0.528739
trigger-0-bounded-lhs-2-neg-historically;4c;4.122;4.071;0.042;0.752618;2.02999
trigger-0-bounded-lhs-2-neg-historically;8n;2.241;2.205;0.032;0.434282;1.04485
trigger-0-bounded-lhs-2-neg-historically;8l;1.643;1.609;0.022;0.398121;1.09991
trigger-0-bounded-lhs-2-neg-historically;8c;18.710;18.549;0.144;3.54508;8.67614
trigger-0-bounded-lhs-2-neg-historically;baseline;0.204;0.185;0.015;0.04524;0.119599
trigger-0-bounded-lhs-2-neg-historically;2n;0.437;0.416;0.016;0.079138;0.257117
trigger-0-bounded-lhs-2-neg-historically;2l;0.401;0.378;0.015;0.091839;0.250095
trigger-0-bounded-lhs-2-neg-historically;2c;0.890;0.864;0.015;0.168824;0.532749
trigger-0-bounded-lhs-2-neg-historically;4n;0.995;0.971;0.015;0.181599;0.488452
trigger-0-bounded-lhs-2-neg-historically;4l;0.788;0.763;0.018;0.179999;0.514881
trigger-0-bounded-lhs-2-neg-historically;4c;4.169;4.118;0.040;0.758828;2.0674
trigger-0-bounded-lhs-2-neg-historically;8n;2.235;2.197;0.029;0.4321;1.0421
trigger-0-bounded-lhs-2-neg-historically;8l;1.618;1.585;0.022;0.390832;1.08166
trigger-0-bounded-lhs-2-neg-historically;8c;18.684;18.523;0.142;3.55494;8.65693
trigger-0-bounded-lhs-2-neg-historically;baseline;0.208;0.188;0.012;0.046059;0.120972
trigger-0-bounded-lhs-2-neg-historically;2n;0.442;0.420;0.011;0.079888;0.258844
trigger-0-bounded-lhs-2-neg-historically;2l;0.399;0.378;0.011;0.09216;0.249814
trigger-0-bounded-lhs-2-neg-historically;2c;0.902;0.873;0.020;0.168519;0.540847
trigger-0-bounded-lhs-2-neg-historically;4n;0.986;0.959;0.017;0.177115;0.480241
trigger-0-bounded-lhs-2-neg-historically;4l;0.799;0.774;0.015;0.181682;0.522035
trigger-0-bounded-lhs-2-neg-historically;4c;4.094;4.044;0.036;0.737719;2.00699
trigger-0-bounded-lhs-2-neg-historically;8n;2.258;2.223;0.024;0.436904;1.05139
trigger-0-bounded-lhs-2-neg-historically;8l;1.631;1.598;0.021;0.394186;1.09272
trigger-0-bounded-lhs-2-neg-historically;8c;18.899;18.738;0.146;3.68077;8.86251
trigger-0-bounded-lhs-2-neg-historically;baseline;0.203;0.185;0.010;0.044882;0.11856
trigger-0-bounded-lhs-2-neg-historically;2n;0.443;0.422;0.016;0.080161;0.260752
trigger-0-bounded-lhs-2-neg-historically;2l;0.395;0.374;0.016;0.090956;0.246661
trigger-0-bounded-lhs-2-neg-historically;2c;0.909;0.882;0.018;0.167053;0.554301
trigger-0-bounded-lhs-2-neg-historically;4n;0.981;0.954;0.017;0.176142;0.478213
trigger-0-bounded-lhs-2-neg-historically;4l;0.806;0.779;0.017;0.185928;0.526446
trigger-0-bounded-lhs-2-neg-historically;4c;4.129;4.077;0.039;0.750282;2.03138
trigger-0-bounded-lhs-2-neg-historically;8n;2.256;2.216;0.030;0.44476;1.06069
trigger-0-bounded-lhs-2-neg-historically;8l;1.643;1.610;0.027;0.399335;1.09927
trigger-0-bounded-lhs-2-neg-historically;8c;18.742;18.590;0.139;3.5702;8.69509
trigger-0-bounded-lhs-2-neg-historically;baseline;0.206;0.187;0.009;0.046011;0.121007
trigger-0-bounded-lhs-2-neg-historically;2n;0.437;0.416;0.011;0.078976;0.256943
trigger-0-bounded-lhs-2-neg-historically;2l;0.398;0.378;0.010;0.092255;0.249811
trigger-0-bounded-lhs-2-neg-historically;2c;0.889;0.862;0.017;0.167208;0.533835
trigger-0-bounded-lhs-2-neg-historically;4n;0.980;0.954;0.015;0.175778;0.479214
trigger-0-bounded-lhs-2-neg-historically;4l;0.795;0.771;0.014;0.182988;0.519892
trigger-0-bounded-lhs-2-neg-historically;4c;4.146;4.095;0.038;0.754936;2.04672
trigger-0-bounded-lhs-2-neg-historically;8n;2.282;2.246;0.031;0.440394;1.06345
trigger-0-bounded-lhs-2-neg-historically;8l;1.626;1.592;0.022;0.392769;1.08483
trigger-0-bounded-lhs-2-neg-historically;8c;18.737;18.584;0.140;3.53944;8.67545
trigger-0-bounded-lhs-2-neg-historically;baseline;0.205;0.186;0.015;0.046246;0.119971
trigger-0-bounded-lhs-2-neg-historically;2n;0.435;0.414;0.013;0.078412;0.255327
trigger-0-bounded-lhs-2-neg-historically;2l;0.408;0.387;0.012;0.092672;0.253149
trigger-0-bounded-lhs-2-neg-historically;2c;0.879;0.853;0.016;0.165803;0.527364
trigger-0-bounded-lhs-2-neg-historically;4n;0.986;0.958;0.019;0.176721;0.479625
trigger-0-bounded-lhs-2-neg-historically;4l;0.793;0.768;0.014;0.180942;0.518453
trigger-0-bounded-lhs-2-neg-historically;4c;4.108;4.059;0.036;0.759183;2.02789
trigger-0-bounded-lhs-2-neg-historically;8n;2.244;2.208;0.028;0.435509;1.05927
trigger-0-bounded-lhs-2-neg-historically;8l;1.624;1.590;0.024;0.393425;1.08315
trigger-0-bounded-lhs-2-neg-historically;8c;18.721;18.569;0.142;3.56736;8.67361
trigger-0-bounded-lhs-2-neg-historically;baseline;0.202;0.183;0.014;0.04482;0.118166
trigger-0-bounded-lhs-2-neg-historically;2n;0.446;0.422;0.014;0.081113;0.261547
trigger-0-bounded-lhs-2-neg-historically;2l;0.399;0.378;0.011;0.092529;0.249693
trigger-0-bounded-lhs-2-neg-historically;2c;0.887;0.860;0.017;0.167325;0.531575
trigger-0-bounded-lhs-2-neg-historically;4n;0.993;0.966;0.017;0.174861;0.479703
trigger-0-bounded-lhs-2-neg-historically;4l;0.792;0.766;0.015;0.179582;0.515794
trigger-0-bounded-lhs-2-neg-historically;4c;4.150;4.099;0.041;0.754959;2.05665
trigger-0-bounded-lhs-2-neg-historically;8n;2.232;2.197;0.023;0.434204;1.04642
trigger-0-bounded-lhs-2-neg-historically;8l;1.620;1.585;0.024;0.392473;1.08144
trigger-0-bounded-lhs-2-neg-historically;8c;20.513;20.342;0.155;4.03855;9.64197
trigger-0-bounded-lhs-2-neg-since;baseline;0.174;0.153;0.015;0.028741;0.090416
trigger-0-bounded-lhs-2-neg-since;2n;0.383;0.356;0.013;0.053408;0.21975
trigger-0-bounded-lhs-2-neg-since;2l;0.325;0.301;0.017;0.061212;0.185902
trigger-0-bounded-lhs-2-neg-since;2c;0.743;0.714;0.018;0.110424;0.443864
trigger-0-bounded-lhs-2-neg-since;4n;0.796;0.768;0.018;0.109361;0.387532
trigger-0-bounded-lhs-2-neg-since;4l;0.670;0.643;0.016;0.129775;0.397122
trigger-0-bounded-lhs-2-neg-since;4c;3.400;3.353;0.038;0.493137;1.68644
trigger-0-bounded-lhs-2-neg-since;8n;1.822;1.787;0.021;0.270609;0.80381
trigger-0-bounded-lhs-2-neg-since;8l;1.332;1.298;0.024;0.267256;0.806339
trigger-0-bounded-lhs-2-neg-since;8c;15.083;14.944;0.129;2.17708;6.58805
trigger-0-bounded-lhs-2-neg-since;baseline;0.186;0.164;0.013;0.030017;0.099572
trigger-0-bounded-lhs-2-neg-since;2n;0.377;0.355;0.015;0.051724;0.218274
trigger-0-bounded-lhs-2-neg-since;2l;0.333;0.312;0.015;0.063311;0.192364
trigger-0-bounded-lhs-2-neg-since;2c;0.706;0.683;0.013;0.105281;0.424888
trigger-0-bounded-lhs-2-neg-since;4n;0.799;0.774;0.013;0.112822;0.393142
trigger-0-bounded-lhs-2-neg-since;4l;0.657;0.630;0.017;0.127695;0.389682
trigger-0-bounded-lhs-2-neg-since;4c;3.359;3.315;0.035;0.491953;1.67105
trigger-0-bounded-lhs-2-neg-since;8n;1.818;1.785;0.023;0.269453;0.805006
trigger-0-bounded-lhs-2-neg-since;8l;1.322;1.290;0.022;0.259115;0.811578
trigger-0-bounded-lhs-2-neg-since;8c;14.941;14.822;0.106;2.14003;6.50971
trigger-0-bounded-lhs-2-neg-since;baseline;0.166;0.146;0.014;0.027182;0.086499
trigger-0-bounded-lhs-2-neg-since;2n;0.358;0.335;0.013;0.051221;0.208295
trigger-0-bounded-lhs-2-neg-since;2l;0.323;0.303;0.010;0.061651;0.187692
trigger-0-bounded-lhs-2-neg-since;2c;0.727;0.678;0.017;0.104583;0.421358
trigger-0-bounded-lhs-2-neg-since;4n;0.903;0.876;0.017;0.125951;0.445331
trigger-0-bounded-lhs-2-neg-since;4l;0.652;0.628;0.013;0.126757;0.387558
trigger-0-bounded-lhs-2-neg-since;4c;3.392;3.349;0.035;0.504009;1.69148
trigger-0-bounded-lhs-2-neg-since;8n;1.762;1.729;0.025;0.254665;0.772051
trigger-0-bounded-lhs-2-neg-since;8l;1.244;1.215;0.018;0.250449;0.751734
trigger-0-bounded-lhs-2-neg-since;8c;14.488;14.364;0.110;1.99545;6.47669
trigger-0-bounded-lhs-2-neg-since;baseline;0.155;0.138;0.009;0.025273;0.080532
trigger-0-bounded-lhs-2-neg-since;2n;0.339;0.318;0.011;0.047277;0.196262
trigger-0-bounded-lhs-2-neg-since;2l;0.308;0.288;0.015;0.058026;0.177043
trigger-0-bounded-lhs-2-neg-since;2c;0.659;0.635;0.015;0.096278;0.392447
trigger-0-bounded-lhs-2-neg-since;4n;0.743;0.718;0.016;0.099504;0.36078
trigger-0-bounded-lhs-2-neg-since;4l;0.643;0.617;0.017;0.123668;0.380923
trigger-0-bounded-lhs-2-neg-since;4c;3.126;3.084;0.030;0.441539;1.54074
trigger-0-bounded-lhs-2-neg-since;8n;1.740;1.687;0.023;0.249458;0.754642
trigger-0-bounded-lhs-2-neg-since;8l;1.233;1.202;0.020;0.244097;0.742919
trigger-0-bounded-lhs-2-neg-since;8c;14.262;14.140;0.108;2.02418;6.18502
trigger-0-bounded-lhs-2-neg-since;baseline;0.162;0.139;0.016;0.025349;0.08123
trigger-0-bounded-lhs-2-neg-since;2n;0.343;0.321;0.014;0.048105;0.196664
trigger-0-bounded-lhs-2-neg-since;2l;0.316;0.295;0.011;0.060175;0.180551
trigger-0-bounded-lhs-2-neg-since;2c;0.667;0.642;0.016;0.09773;0.395857
trigger-0-bounded-lhs-2-neg-since;4n;0.739;0.713;0.016;0.099367;0.357901
trigger-0-bounded-lhs-2-neg-since;4l;0.637;0.613;0.013;0.124003;0.376556
trigger-0-bounded-lhs-2-neg-since;4c;3.104;3.062;0.031;0.439231;1.53021
trigger-0-bounded-lhs-2-neg-since;8n;1.677;1.645;0.026;0.237384;0.73269
trigger-0-bounded-lhs-2-neg-since;8l;1.230;1.201;0.018;0.244893;0.743309
trigger-0-bounded-lhs-2-neg-since;8c;14.515;14.390;0.109;2.18493;6.40159
trigger-0-bounded-lhs-2-neg-since;baseline;0.162;0.142;0.011;0.026569;0.083772
trigger-0-bounded-lhs-2-neg-since;2n;0.328;0.308;0.009;0.045774;0.189145
trigger-0-bounded-lhs-2-neg-since;2l;0.314;0.293;0.013;0.059216;0.179326
trigger-0-bounded-lhs-2-neg-since;2c;0.672;0.646;0.016;0.0966;0.398137
trigger-0-bounded-lhs-2-neg-since;4n;0.762;0.737;0.014;0.103178;0.371196
trigger-0-bounded-lhs-2-neg-since;4l;0.633;0.607;0.017;0.121481;0.373777
trigger-0-bounded-lhs-2-neg-since;4c;3.169;3.126;0.035;0.460016;1.56687
trigger-0-bounded-lhs-2-neg-since;8n;1.667;1.637;0.019;0.23535;0.726469
trigger-0-bounded-lhs-2-neg-since;8l;1.232;1.202;0.026;0.245549;0.743483
trigger-0-bounded-lhs-2-neg-since;8c;14.371;14.244;0.120;2.16546;6.35872
trigger-0-bounded-lhs-2-neg-since;baseline;0.158;0.138;0.011;0.025679;0.08119
trigger-0-bounded-lhs-2-neg-since;2n;0.341;0.318;0.014;0.047059;0.195779
trigger-0-bounded-lhs-2-neg-since;2l;0.315;0.296;0.010;0.059117;0.180617
trigger-0-bounded-lhs-2-neg-since;2c;0.664;0.639;0.016;0.096975;0.394783
trigger-0-bounded-lhs-2-neg-since;4n;0.750;0.724;0.017;0.101773;0.365028
trigger-0-bounded-lhs-2-neg-since;4l;0.632;0.609;0.013;0.122044;0.37536
trigger-0-bounded-lhs-2-neg-since;4c;3.146;3.102;0.035;0.457769;1.559
trigger-0-bounded-lhs-2-neg-since;8n;1.676;1.644;0.025;0.235615;0.728776
trigger-0-bounded-lhs-2-neg-since;8l;1.220;1.192;0.018;0.243638;0.737299
trigger-0-bounded-lhs-2-neg-since;8c;14.205;14.081;0.111;2.00412;6.17266
trigger-0-bounded-lhs-2-neg-since;baseline;0.161;0.143;0.009;0.025541;0.084951
trigger-0-bounded-lhs-2-neg-since;2n;0.335;0.315;0.014;0.046533;0.193498
trigger-0-bounded-lhs-2-neg-since;2l;0.307;0.287;0.010;0.057348;0.176069
trigger-0-bounded-lhs-2-neg-since;2c;0.675;0.652;0.013;0.098411;0.403274
trigger-0-bounded-lhs-2-neg-since;4n;0.754;0.729;0.014;0.101174;0.365829
trigger-0-bounded-lhs-2-neg-since;4l;0.633;0.607;0.013;0.122995;0.37437
trigger-0-bounded-lhs-2-neg-since;4c;3.165;3.109;0.035;0.451927;1.56131
trigger-0-bounded-lhs-2-neg-since;8n;1.680;1.650;0.019;0.237334;0.731368
trigger-0-bounded-lhs-2-neg-since;8l;1.254;1.222;0.021;0.24944;0.758448
trigger-0-bounded-lhs-2-neg-since;8c;14.302;14.179;0.110;2.01242;6.16783
trigger-0-bounded-lhs-2-neg-since;baseline;0.161;0.141;0.012;0.025946;0.082528
trigger-0-bounded-lhs-2-neg-since;2n;0.337;0.317;0.015;0.047122;0.194608
trigger-0-bounded-lhs-2-neg-since;2l;0.315;0.296;0.014;0.059759;0.182168
trigger-0-bounded-lhs-2-neg-since;2c;0.674;0.650;0.013;0.09757;0.401067
trigger-0-bounded-lhs-2-neg-since;4n;0.765;0.741;0.019;0.105551;0.372318
trigger-0-bounded-lhs-2-neg-since;4l;0.635;0.609;0.017;0.123545;0.375005
trigger-0-bounded-lhs-2-neg-since;4c;3.171;3.127;0.035;0.451356;1.57859
trigger-0-bounded-lhs-2-neg-since;8n;1.694;1.663;0.020;0.236786;0.736041
trigger-0-bounded-lhs-2-neg-since;8l;1.253;1.224;0.018;0.24878;0.760144
trigger-0-bounded-lhs-2-neg-since;8c;14.421;14.299;0.109;2.17801;6.38119
trigger-0-bounded-lhs-2-neg-since;baseline;0.158;0.138;0.013;0.02513;0.080607
trigger-0-bounded-lhs-2-neg-since;2n;0.339;0.319;0.016;0.046485;0.193602
trigger-0-bounded-lhs-2-neg-since;2l;0.307;0.286;0.016;0.057547;0.176627
trigger-0-bounded-lhs-2-neg-since;2c;0.667;0.643;0.015;0.097027;0.397446
trigger-0-bounded-lhs-2-neg-since;4n;0.744;0.718;0.016;0.099608;0.363051
trigger-0-bounded-lhs-2-neg-since;4l;0.652;0.625;0.019;0.122485;0.39025
trigger-0-bounded-lhs-2-neg-since;4c;3.119;3.076;0.033;0.442365;1.54045
trigger-0-bounded-lhs-2-neg-since;8n;1.684;1.653;0.020;0.237029;0.734039
trigger-0-bounded-lhs-2-neg-since;8l;1.247;1.214;0.023;0.24671;0.754517
trigger-0-bounded-lhs-2-neg-since;8c;14.294;14.172;0.106;2.02722;6.19461
trigger-0-bounded-lhs-2-since;baseline;0.164;0.143;0.010;0.033729;0.087375
trigger-0-bounded-lhs-2-since;2n;0.342;0.320;0.011;0.051822;0.195142
trigger-0-bounded-lhs-2-since;2l;0.323;0.299;0.011;0.063107;0.184652
trigger-0-bounded-lhs-2-since;2c;0.684;0.657;0.015;0.106702;0.413268
trigger-0-bounded-lhs-2-since;4n;0.778;0.750;0.018;0.11927;0.379265
trigger-0-bounded-lhs-2-since;4l;0.636;0.612;0.013;0.134039;0.386407
trigger-0-bounded-lhs-2-since;4c;3.207;3.160;0.036;0.514611;1.62986
trigger-0-bounded-lhs-2-since;8n;1.759;1.721;0.026;0.291531;0.79099
trigger-0-bounded-lhs-2-since;8l;1.268;1.234;0.022;0.274502;0.784817
trigger-0-bounded-lhs-2-since;8c;14.891;14.749;0.120;2.56356;6.7897
trigger-0-bounded-lhs-2-since;baseline;0.161;0.143;0.013;0.033795;0.087352
trigger-0-bounded-lhs-2-since;2n;0.346;0.324;0.013;0.052989;0.197296
trigger-0-bounded-lhs-2-since;2l;0.314;0.290;0.014;0.061131;0.177956
trigger-0-bounded-lhs-2-since;2c;0.689;0.664;0.016;0.108855;0.41792
trigger-0-bounded-lhs-2-since;4n;0.760;0.737;0.013;0.115606;0.374173
trigger-0-bounded-lhs-2-since;4l;0.636;0.612;0.013;0.135461;0.388596
trigger-0-bounded-lhs-2-since;4c;3.218;3.171;0.035;0.517071;1.63876
trigger-0-bounded-lhs-2-since;8n;1.768;1.739;0.020;0.278224;0.819333
trigger-0-bounded-lhs-2-since;8l;1.286;1.253;0.023;0.282059;0.799158
trigger-0-bounded-lhs-2-since;8c;14.661;14.540;0.108;2.4561;6.60686
trigger-0-bounded-lhs-2-since;baseline;0.161;0.143;0.014;0.033687;0.087469
trigger-0-bounded-lhs-2-since;2n;0.343;0.323;0.010;0.052055;0.195944
trigger-0-bounded-lhs-2-since;2l;0.311;0.292;0.010;0.061175;0.179333
trigger-0-bounded-lhs-2-since;2c;0.689;0.666;0.013;0.108354;0.418648
trigger-0-bounded-lhs-2-since;4n;0.771;0.747;0.019;0.11807;0.379866
trigger-0-bounded-lhs-2-since;4l;0.627;0.604;0.018;0.133485;0.381898
trigger-0-bounded-lhs-2-since;4c;3.223;3.159;0.039;0.514797;1.6311
trigger-0-bounded-lhs-2-since;8n;1.734;1.704;0.020;0.279947;0.77462
trigger-0-bounded-lhs-2-since;8l;1.275;1.245;0.019;0.276697;0.793095
trigger-0-bounded-lhs-2-since;8c;14.753;14.632;0.110;2.47142;6.64075
trigger-0-bounded-lhs-2-since;baseline;0.161;0.143;0.009;0.033574;0.087223
trigger-0-bounded-lhs-2-since;2n;0.346;0.325;0.015;0.053658;0.198454
trigger-0-bounded-lhs-2-since;2l;0.307;0.288;0.010;0.060324;0.177285
trigger-0-bounded-lhs-2-since;2c;0.680;0.655;0.015;0.107935;0.411917
trigger-0-bounded-lhs-2-since;4n;0.778;0.754;0.019;0.118466;0.382658
trigger-0-bounded-lhs-2-since;4l;0.630;0.607;0.016;0.133313;0.384277
trigger-0-bounded-lhs-2-since;4c;3.197;3.155;0.035;0.505397;1.61945
trigger-0-bounded-lhs-2-since;8n;1.764;1.733;0.025;0.294553;0.799414
trigger-0-bounded-lhs-2-since;8l;1.280;1.252;0.018;0.274392;0.790248
trigger-0-bounded-lhs-2-since;8c;14.669;14.547;0.114;2.45828;6.60947
trigger-0-bounded-lhs-2-since;baseline;0.166;0.145;0.013;0.033961;0.088919
trigger-0-bounded-lhs-2-since;2n;0.341;0.320;0.011;0.051214;0.194418
trigger-0-bounded-lhs-2-since;2l;0.311;0.289;0.013;0.060646;0.177802
trigger-0-bounded-lhs-2-since;2c;0.703;0.678;0.016;0.108298;0.432533
trigger-0-bounded-lhs-2-since;4n;0.772;0.746;0.018;0.117176;0.379436
trigger-0-bounded-lhs-2-since;4l;0.629;0.606;0.013;0.133374;0.384262
trigger-0-bounded-lhs-2-since;4c;3.208;3.165;0.032;0.503005;1.63056
trigger-0-bounded-lhs-2-since;8n;1.726;1.696;0.019;0.275087;0.771153
trigger-0-bounded-lhs-2-since;8l;1.263;1.233;0.019;0.276179;0.784234
trigger-0-bounded-lhs-2-since;8c;14.682;14.556;0.115;2.45481;6.60738
trigger-0-bounded-lhs-2-since;baseline;0.164;0.143;0.012;0.033988;0.087493
trigger-0-bounded-lhs-2-since;2n;0.342;0.319;0.013;0.051125;0.194627
trigger-0-bounded-lhs-2-since;2l;0.311;0.289;0.013;0.060229;0.177867
trigger-0-bounded-lhs-2-since;2c;0.689;0.665;0.014;0.11051;0.417434
trigger-0-bounded-lhs-2-since;4n;0.780;0.752;0.019;0.118408;0.381426
trigger-0-bounded-lhs-2-since;4l;0.631;0.608;0.014;0.13438;0.38563
trigger-0-bounded-lhs-2-since;4c;3.212;3.169;0.031;0.512859;1.63212
trigger-0-bounded-lhs-2-since;8n;1.732;1.699;0.023;0.279873;0.775677
trigger-0-bounded-lhs-2-since;8l;1.273;1.242;0.025;0.27923;0.792183
trigger-0-bounded-lhs-2-since;8c;14.786;14.653;0.112;2.52666;6.70949
trigger-0-bounded-lhs-2-since;baseline;0.161;0.143;0.008;0.033498;0.087687
trigger-0-bounded-lhs-2-since;2n;0.341;0.321;0.015;0.051754;0.196574
trigger-0-bounded-lhs-2-since;2l;0.312;0.291;0.013;0.060915;0.178922
trigger-0-bounded-lhs-2-since;2c;0.685;0.659;0.016;0.108038;0.414238
trigger-0-bounded-lhs-2-since;4n;0.783;0.759;0.014;0.121728;0.387849
trigger-0-bounded-lhs-2-since;4l;0.624;0.599;0.015;0.133143;0.378607
trigger-0-bounded-lhs-2-since;4c;3.202;3.157;0.033;0.501628;1.61733
trigger-0-bounded-lhs-2-since;8n;1.771;1.737;0.026;0.292217;0.794227
trigger-0-bounded-lhs-2-since;8l;1.286;1.255;0.020;0.279037;0.801903
trigger-0-bounded-lhs-2-since;8c;14.690;14.568;0.112;2.46354;6.61806
trigger-0-bounded-lhs-2-since;baseline;0.172;0.152;0.015;0.03586;0.093374
trigger-0-bounded-lhs-2-since;2n;0.338;0.319;0.010;0.052291;0.19494
trigger-0-bounded-lhs-2-since;2l;0.315;0.296;0.010;0.062151;0.182768
