experiment;asymptotic;native real time;native user time;native sys time;native trigger time;native meval time
trigger-0-bounded-lhs-0-historically;baseline;0.151;0.131;0.009;0.033379;0.083092
trigger-0-bounded-lhs-0-historically;2n;0.310;0.287;0.011;0.058201;0.191409
trigger-0-bounded-lhs-0-historically;2l;0.284;0.260;0.015;0.073065;0.167446
trigger-0-bounded-lhs-0-historically;2c;0.623;0.594;0.018;0.115465;0.399519
trigger-0-bounded-lhs-0-historically;4n;0.686;0.658;0.015;0.125381;0.37293
trigger-0-bounded-lhs-0-historically;4l;0.572;0.545;0.020;0.152963;0.356353
trigger-0-bounded-lhs-0-historically;4c;2.859;2.787;0.047;0.518532;1.57855
trigger-0-bounded-lhs-0-historically;8n;1.546;1.509;0.026;0.309919;0.745281
trigger-0-bounded-lhs-0-historically;8l;1.127;1.090;0.024;0.311879;0.71659
trigger-0-bounded-lhs-0-historically;8c;12.727;12.582;0.133;2.48129;6.02923
trigger-0-bounded-lhs-0-historically;baseline;0.145;0.126;0.014;0.032382;0.079741
trigger-0-bounded-lhs-0-historically;2n;0.307;0.283;0.015;0.057137;0.187795
trigger-0-bounded-lhs-0-historically;2l;0.284;0.262;0.013;0.074291;0.168471
trigger-0-bounded-lhs-0-historically;2c;0.616;0.591;0.016;0.115056;0.39728
trigger-0-bounded-lhs-0-historically;4n;0.676;0.648;0.017;0.124936;0.367978
trigger-0-bounded-lhs-0-historically;4l;0.565;0.538;0.018;0.150891;0.350671
trigger-0-bounded-lhs-0-historically;4c;2.841;2.793;0.037;0.519002;1.58129
trigger-0-bounded-lhs-0-historically;8n;1.510;1.478;0.021;0.304577;0.73158
trigger-0-bounded-lhs-0-historically;8l;1.118;1.087;0.024;0.310135;0.715037
trigger-0-bounded-lhs-0-historically;8c;12.761;12.620;0.129;2.50422;6.07273
trigger-0-bounded-lhs-0-historically;baseline;0.147;0.127;0.010;0.032463;0.07991
trigger-0-bounded-lhs-0-historically;2n;0.309;0.286;0.014;0.057985;0.189601
trigger-0-bounded-lhs-0-historically;2l;0.281;0.259;0.011;0.073073;0.166656
trigger-0-bounded-lhs-0-historically;2c;0.622;0.598;0.018;0.115914;0.403751
trigger-0-bounded-lhs-0-historically;4n;0.675;0.651;0.019;0.125015;0.369692
trigger-0-bounded-lhs-0-historically;4l;0.563;0.538;0.019;0.151225;0.351879
trigger-0-bounded-lhs-0-historically;4c;2.848;2.798;0.041;0.517067;1.58553
trigger-0-bounded-lhs-0-historically;8n;1.511;1.478;0.026;0.297943;0.726378
trigger-0-bounded-lhs-0-historically;8l;1.122;1.091;0.021;0.31333;0.716508
trigger-0-bounded-lhs-0-historically;8c;12.783;12.636;0.130;2.49965;6.08459
trigger-0-bounded-lhs-0-historically;baseline;0.156;0.128;0.009;0.032683;0.081073
trigger-0-bounded-lhs-0-historically;2n;0.306;0.283;0.014;0.057087;0.18749
trigger-0-bounded-lhs-0-historically;2l;0.280;0.260;0.011;0.073465;0.167613
trigger-0-bounded-lhs-0-historically;2c;0.619;0.595;0.014;0.116752;0.40107
trigger-0-bounded-lhs-0-historically;4n;0.671;0.645;0.015;0.122357;0.366244
trigger-0-bounded-lhs-0-historically;4l;0.562;0.539;0.013;0.151643;0.351445
trigger-0-bounded-lhs-0-historically;4c;2.845;2.797;0.035;0.511577;1.56916
trigger-0-bounded-lhs-0-historically;8n;1.522;1.488;0.026;0.307749;0.73772
trigger-0-bounded-lhs-0-historically;8l;1.129;1.097;0.020;0.313174;0.721802
trigger-0-bounded-lhs-0-historically;8c;12.710;12.569;0.127;2.53006;6.08407
trigger-0-bounded-lhs-0-historically;baseline;0.145;0.126;0.014;0.03211;0.079416
trigger-0-bounded-lhs-0-historically;2n;0.302;0.281;0.011;0.056616;0.186931
trigger-0-bounded-lhs-0-historically;2l;0.288;0.268;0.011;0.075612;0.172911
trigger-0-bounded-lhs-0-historically;2c;0.615;0.587;0.020;0.114997;0.393379
trigger-0-bounded-lhs-0-historically;4n;0.679;0.654;0.019;0.124513;0.372436
trigger-0-bounded-lhs-0-historically;4l;0.563;0.540;0.013;0.151644;0.353356
trigger-0-bounded-lhs-0-historically;4c;2.822;2.771;0.040;0.513644;1.56769
trigger-0-bounded-lhs-0-historically;8n;1.496;1.462;0.026;0.298528;0.718783
trigger-0-bounded-lhs-0-historically;8l;1.138;1.105;0.024;0.31653;0.727209
trigger-0-bounded-lhs-0-historically;8c;12.691;12.551;0.127;2.46274;5.99813
trigger-0-bounded-lhs-0-historically;baseline;0.145;0.126;0.014;0.032193;0.079731
trigger-0-bounded-lhs-0-historically;2n;0.305;0.284;0.015;0.057811;0.189183
trigger-0-bounded-lhs-0-historically;2l;0.283;0.264;0.011;0.074591;0.170161
trigger-0-bounded-lhs-0-historically;2c;0.610;0.586;0.014;0.115225;0.394641
trigger-0-bounded-lhs-0-historically;4n;0.697;0.672;0.019;0.124905;0.388533
trigger-0-bounded-lhs-0-historically;4l;0.564;0.540;0.014;0.15057;0.352212
trigger-0-bounded-lhs-0-historically;4c;2.805;2.759;0.033;0.508208;1.55114
trigger-0-bounded-lhs-0-historically;8n;1.516;1.483;0.021;0.305112;0.73424
trigger-0-bounded-lhs-0-historically;8l;1.131;1.099;0.020;0.315105;0.721758
trigger-0-bounded-lhs-0-historically;8c;12.752;12.608;0.138;2.47072;6.01378
trigger-0-bounded-lhs-0-historically;baseline;0.146;0.126;0.014;0.032306;0.079618
trigger-0-bounded-lhs-0-historically;2n;0.312;0.289;0.017;0.05719;0.190632
trigger-0-bounded-lhs-0-historically;2l;0.288;0.265;0.016;0.075058;0.170895
trigger-0-bounded-lhs-0-historically;2c;0.612;0.589;0.014;0.113868;0.396335
trigger-0-bounded-lhs-0-historically;4n;0.668;0.643;0.015;0.12272;0.364372
trigger-0-bounded-lhs-0-historically;4l;0.560;0.536;0.019;0.150903;0.350053
trigger-0-bounded-lhs-0-historically;4c;2.813;2.766;0.035;0.514473;1.56483
trigger-0-bounded-lhs-0-historically;8n;1.506;1.474;0.021;0.298942;0.722828
trigger-0-bounded-lhs-0-historically;8l;1.122;1.090;0.023;0.31326;0.718345
trigger-0-bounded-lhs-0-historically;8c;12.828;12.684;0.128;2.55396;6.15472
trigger-0-bounded-lhs-0-historically;baseline;0.147;0.128;0.010;0.032679;0.0807
trigger-0-bounded-lhs-0-historically;2n;0.312;0.291;0.011;0.056904;0.195207
trigger-0-bounded-lhs-0-historically;2l;0.281;0.258;0.015;0.072726;0.166139
trigger-0-bounded-lhs-0-historically;2c;0.617;0.592;0.014;0.114998;0.399386
trigger-0-bounded-lhs-0-historically;4n;0.686;0.661;0.014;0.125311;0.373926
trigger-0-bounded-lhs-0-historically;4l;0.564;0.538;0.016;0.149523;0.350744
trigger-0-bounded-lhs-0-historically;4c;2.834;2.785;0.034;0.514774;1.5759
trigger-0-bounded-lhs-0-historically;8n;1.529;1.496;0.022;0.302195;0.730504
trigger-0-bounded-lhs-0-historically;8l;1.133;1.099;0.024;0.314356;0.722511
trigger-0-bounded-lhs-0-historically;8c;12.772;12.630;0.127;2.52006;6.08696
trigger-0-bounded-lhs-0-historically;baseline;0.150;0.129;0.016;0.032745;0.080975
trigger-0-bounded-lhs-0-historically;2n;0.301;0.282;0.010;0.057122;0.187436
trigger-0-bounded-lhs-0-historically;2l;0.279;0.259;0.012;0.073331;0.166564
trigger-0-bounded-lhs-0-historically;2c;0.617;0.592;0.014;0.115531;0.398036
trigger-0-bounded-lhs-0-historically;4n;0.677;0.651;0.016;0.124432;0.371733
trigger-0-bounded-lhs-0-historically;4l;0.558;0.531;0.019;0.148771;0.347376
trigger-0-bounded-lhs-0-historically;4c;2.824;2.776;0.035;0.519793;1.57259
trigger-0-bounded-lhs-0-historically;8n;1.513;1.478;0.026;0.299381;0.724309
trigger-0-bounded-lhs-0-historically;8l;1.130;1.097;0.022;0.314553;0.720647
trigger-0-bounded-lhs-0-historically;8c;12.641;12.502;0.127;2.44757;5.97518
trigger-0-bounded-lhs-0-historically;baseline;0.144;0.127;0.014;0.032313;0.080226
trigger-0-bounded-lhs-0-historically;2n;0.302;0.282;0.011;0.056678;0.186354
trigger-0-bounded-lhs-0-historically;2l;0.280;0.257;0.014;0.073004;0.165342
trigger-0-bounded-lhs-0-historically;2c;0.615;0.591;0.019;0.114318;0.396887
trigger-0-bounded-lhs-0-historically;4n;0.668;0.643;0.019;0.122778;0.364889
trigger-0-bounded-lhs-0-historically;4l;0.558;0.534;0.019;0.149318;0.349662
trigger-0-bounded-lhs-0-historically;4c;2.810;2.763;0.034;0.512755;1.5615
trigger-0-bounded-lhs-0-historically;8n;1.507;1.474;0.026;0.300266;0.725444
trigger-0-bounded-lhs-0-historically;8l;1.131;1.099;0.027;0.314301;0.723599
trigger-0-bounded-lhs-0-historically;8c;12.638;12.497;0.132;2.4472;5.9723
trigger-0-bounded-lhs-0-since;baseline;0.111;0.090;0.014;0.019463;0.053865
trigger-0-bounded-lhs-0-since;2n;0.218;0.193;0.015;0.035803;0.123993
trigger-0-bounded-lhs-0-since;2l;0.198;0.178;0.010;0.043888;0.109966
trigger-0-bounded-lhs-0-since;2c;0.429;0.404;0.019;0.073834;0.26805
trigger-0-bounded-lhs-0-since;4n;0.482;0.457;0.014;0.077156;0.273096
trigger-0-bounded-lhs-0-since;4l;0.381;0.355;0.013;0.082082;0.215801
trigger-0-bounded-lhs-0-since;4c;2.016;1.950;0.039;0.327832;1.19666
trigger-0-bounded-lhs-0-since;8n;1.079;1.044;0.023;0.175836;0.504063
trigger-0-bounded-lhs-0-since;8l;0.769;0.739;0.020;0.179105;0.462592
trigger-0-bounded-lhs-0-since;8c;8.885;8.773;0.105;1.57037;4.28925
trigger-0-bounded-lhs-0-since;baseline;0.107;0.089;0.013;0.019251;0.053466
trigger-0-bounded-lhs-0-since;2n;0.208;0.188;0.011;0.034934;0.121153
trigger-0-bounded-lhs-0-since;2l;0.201;0.183;0.009;0.044376;0.112475
trigger-0-bounded-lhs-0-since;2c;0.422;0.400;0.012;0.072865;0.264758
trigger-0-bounded-lhs-0-since;4n;0.470;0.445;0.014;0.074526;0.265223
trigger-0-bounded-lhs-0-since;4l;0.376;0.353;0.015;0.082233;0.215124
trigger-0-bounded-lhs-0-since;4c;1.965;1.923;0.031;0.315207;1.17309
trigger-0-bounded-lhs-0-since;8n;1.070;1.041;0.018;0.180421;0.508717
trigger-0-bounded-lhs-0-since;8l;0.777;0.747;0.021;0.180559;0.464916
trigger-0-bounded-lhs-0-since;8c;8.883;8.778;0.087;1.56872;4.30816
trigger-0-bounded-lhs-0-since;baseline;0.109;0.089;0.015;0.019378;0.053525
trigger-0-bounded-lhs-0-since;2n;0.210;0.188;0.013;0.034882;0.120941
trigger-0-bounded-lhs-0-since;2l;0.196;0.175;0.012;0.042989;0.107925
trigger-0-bounded-lhs-0-since;2c;0.423;0.398;0.017;0.072508;0.263074
trigger-0-bounded-lhs-0-since;4n;0.474;0.451;0.013;0.076125;0.269167
trigger-0-bounded-lhs-0-since;4l;0.375;0.349;0.017;0.080581;0.212102
trigger-0-bounded-lhs-0-since;4c;1.994;1.942;0.035;0.320846;1.18688
trigger-0-bounded-lhs-0-since;8n;1.077;1.048;0.019;0.179879;0.509398
trigger-0-bounded-lhs-0-since;8l;0.770;0.742;0.018;0.179034;0.464398
trigger-0-bounded-lhs-0-since;8c;8.844;8.740;0.088;1.54936;4.27486
trigger-0-bounded-lhs-0-since;baseline;0.106;0.089;0.009;0.019128;0.05317
trigger-0-bounded-lhs-0-since;2n;0.211;0.193;0.009;0.035704;0.124721
trigger-0-bounded-lhs-0-since;2l;0.193;0.175;0.014;0.043144;0.107907
trigger-0-bounded-lhs-0-since;2c;0.423;0.400;0.012;0.072899;0.265294
trigger-0-bounded-lhs-0-since;4n;0.472;0.447;0.016;0.074956;0.265774
trigger-0-bounded-lhs-0-since;4l;0.369;0.348;0.011;0.080938;0.212755
trigger-0-bounded-lhs-0-since;4c;1.961;1.921;0.029;0.318072;1.17484
trigger-0-bounded-lhs-0-since;8n;1.061;1.031;0.018;0.174027;0.498368
trigger-0-bounded-lhs-0-since;8l;0.766;0.737;0.018;0.178345;0.460898
trigger-0-bounded-lhs-0-since;8c;8.723;8.619;0.090;1.46613;4.16106
trigger-0-bounded-lhs-0-since;baseline;0.111;0.091;0.012;0.019385;0.054128
trigger-0-bounded-lhs-0-since;2n;0.211;0.191;0.016;0.035552;0.123662
trigger-0-bounded-lhs-0-since;2l;0.196;0.178;0.009;0.04381;0.110067
trigger-0-bounded-lhs-0-since;2c;0.421;0.396;0.016;0.072428;0.262248
trigger-0-bounded-lhs-0-since;4n;0.467;0.445;0.014;0.074231;0.265277
trigger-0-bounded-lhs-0-since;4l;0.373;0.349;0.014;0.081095;0.212764
trigger-0-bounded-lhs-0-since;4c;1.991;1.950;0.036;0.317454;1.18367
trigger-0-bounded-lhs-0-since;8n;1.081;1.031;0.020;0.174186;0.498425
trigger-0-bounded-lhs-0-since;8l;0.781;0.751;0.018;0.183021;0.470006
trigger-0-bounded-lhs-0-since;8c;8.770;8.665;0.095;1.5026;4.20639
trigger-0-bounded-lhs-0-since;baseline;0.117;0.098;0.011;0.020836;0.058612
trigger-0-bounded-lhs-0-since;2n;0.210;0.189;0.012;0.035443;0.121899
trigger-0-bounded-lhs-0-since;2l;0.202;0.182;0.015;0.044898;0.113437
trigger-0-bounded-lhs-0-since;2c;0.416;0.394;0.013;0.072442;0.261636
trigger-0-bounded-lhs-0-since;4n;0.484;0.459;0.016;0.077357;0.273073
trigger-0-bounded-lhs-0-since;4l;0.371;0.347;0.015;0.079862;0.211049
trigger-0-bounded-lhs-0-since;4c;1.971;1.929;0.033;0.316989;1.1785
trigger-0-bounded-lhs-0-since;8n;1.051;1.023;0.018;0.173894;0.495074
trigger-0-bounded-lhs-0-since;8l;0.777;0.747;0.023;0.181725;0.467665
trigger-0-bounded-lhs-0-since;8c;8.864;8.758;0.092;1.56636;4.29513
trigger-0-bounded-lhs-0-since;baseline;0.109;0.091;0.009;0.019642;0.05443
trigger-0-bounded-lhs-0-since;2n;0.212;0.192;0.015;0.035608;0.123692
trigger-0-bounded-lhs-0-since;2l;0.196;0.176;0.010;0.043274;0.108239
trigger-0-bounded-lhs-0-since;2c;0.422;0.398;0.015;0.072534;0.263725
trigger-0-bounded-lhs-0-since;4n;0.475;0.451;0.013;0.075582;0.269585
trigger-0-bounded-lhs-0-since;4l;0.375;0.351;0.014;0.081617;0.213758
trigger-0-bounded-lhs-0-since;4c;1.956;1.916;0.029;0.312816;1.16969
trigger-0-bounded-lhs-0-since;8n;1.055;1.026;0.018;0.172552;0.494218
trigger-0-bounded-lhs-0-since;8l;0.784;0.743;0.025;0.18022;0.463835
trigger-0-bounded-lhs-0-since;8c;8.841;8.736;0.097;1.56283;4.27974
trigger-0-bounded-lhs-0-since;baseline;0.108;0.089;0.013;0.01908;0.053358
trigger-0-bounded-lhs-0-since;2n;0.213;0.191;0.014;0.035495;0.122333
trigger-0-bounded-lhs-0-since;2l;0.199;0.180;0.009;0.044362;0.110945
trigger-0-bounded-lhs-0-since;2c;0.429;0.404;0.016;0.074704;0.267688
trigger-0-bounded-lhs-0-since;4n;0.465;0.443;0.013;0.074257;0.262771
trigger-0-bounded-lhs-0-since;4l;0.381;0.358;0.014;0.081504;0.216551
trigger-0-bounded-lhs-0-since;4c;1.962;1.922;0.029;0.314938;1.17511
trigger-0-bounded-lhs-0-since;8n;1.050;1.022;0.017;0.173114;0.495493
trigger-0-bounded-lhs-0-since;8l;0.766;0.738;0.017;0.179419;0.462773
trigger-0-bounded-lhs-0-since;8c;8.846;8.738;0.095;1.52174;4.25764
trigger-0-bounded-lhs-0-since;baseline;0.108;0.089;0.014;0.019118;0.052915
trigger-0-bounded-lhs-0-since;2n;0.210;0.188;0.014;0.035294;0.121171
trigger-0-bounded-lhs-0-since;2l;0.195;0.176;0.010;0.043374;0.108595
trigger-0-bounded-lhs-0-since;2c;0.423;0.399;0.018;0.073208;0.264714
trigger-0-bounded-lhs-0-since;4n;0.479;0.454;0.016;0.076364;0.270618
trigger-0-bounded-lhs-0-since;4l;0.374;0.350;0.015;0.081354;0.212884
trigger-0-bounded-lhs-0-since;4c;1.948;1.908;0.028;0.314623;1.16457
trigger-0-bounded-lhs-0-since;8n;1.060;1.030;0.022;0.177071;0.500615
trigger-0-bounded-lhs-0-since;8l;0.769;0.742;0.017;0.178971;0.463746
trigger-0-bounded-lhs-0-since;8c;8.873;8.769;0.092;1.55876;4.29482
trigger-0-bounded-lhs-0-since;baseline;0.105;0.089;0.009;0.019148;0.053312
trigger-0-bounded-lhs-0-since;2n;0.207;0.187;0.016;0.035017;0.120539
trigger-0-bounded-lhs-0-since;2l;0.203;0.181;0.012;0.044592;0.111983
trigger-0-bounded-lhs-0-since;2c;0.417;0.396;0.012;0.072159;0.261495
trigger-0-bounded-lhs-0-since;4n;0.469;0.446;0.013;0.074305;0.266024
trigger-0-bounded-lhs-0-since;4l;0.365;0.344;0.011;0.079157;0.20873
trigger-0-bounded-lhs-0-since;4c;1.950;1.908;0.031;0.312397;1.16662
trigger-0-bounded-lhs-0-since;8n;1.052;1.022;0.019;0.173517;0.494331
trigger-0-bounded-lhs-0-since;8l;0.774;0.747;0.017;0.181387;0.467887
trigger-0-bounded-lhs-0-since;8c;8.914;8.807;0.097;1.58393;4.31816
trigger-0-bounded-lhs-1-historically;baseline;0.194;0.174;0.012;0.038988;0.112263
trigger-0-bounded-lhs-1-historically;2n;0.424;0.399;0.016;0.07285;0.246827
trigger-0-bounded-lhs-1-historically;2l;0.393;0.369;0.013;0.084773;0.243373
trigger-0-bounded-lhs-1-historically;2c;0.876;0.847;0.022;0.148946;0.534308
trigger-0-bounded-lhs-1-historically;4n;0.958;0.928;0.019;0.174541;0.464071
trigger-0-bounded-lhs-1-historically;4l;0.772;0.745;0.016;0.172437;0.500581
trigger-0-bounded-lhs-1-historically;4c;4.032;3.968;0.045;0.708747;1.98318
trigger-0-bounded-lhs-1-historically;8n;2.159;2.120;0.028;0.39884;1.01775
trigger-0-bounded-lhs-1-historically;8l;1.543;1.509;0.022;0.357826;1.02876
trigger-0-bounded-lhs-1-historically;8c;17.934;17.774;0.152;3.25642;8.27484
trigger-0-bounded-lhs-1-historically;baseline;0.194;0.174;0.012;0.039316;0.11261
trigger-0-bounded-lhs-1-historically;2n;0.414;0.394;0.010;0.072177;0.243343
trigger-0-bounded-lhs-1-historically;2l;0.381;0.362;0.010;0.083305;0.238697
trigger-0-bounded-lhs-1-historically;2c;0.849;0.822;0.018;0.147895;0.511541
trigger-0-bounded-lhs-1-historically;4n;0.951;0.925;0.020;0.173919;0.465284
trigger-0-bounded-lhs-1-historically;4l;0.766;0.740;0.015;0.173342;0.499765
trigger-0-bounded-lhs-1-historically;4c;3.974;3.904;0.042;0.695697;1.949
trigger-0-bounded-lhs-1-historically;8n;2.147;2.111;0.026;0.39564;1.00729
trigger-0-bounded-lhs-1-historically;8l;1.563;1.530;0.025;0.35871;1.03476
trigger-0-bounded-lhs-1-historically;8c;18.043;17.889;0.143;3.2896;8.34396
trigger-0-bounded-lhs-1-historically;baseline;0.191;0.174;0.009;0.038929;0.112245
trigger-0-bounded-lhs-1-historically;2n;0.410;0.391;0.011;0.071154;0.241425
trigger-0-bounded-lhs-1-historically;2l;0.384;0.364;0.015;0.084533;0.240471
trigger-0-bounded-lhs-1-historically;2c;0.868;0.843;0.015;0.152338;0.525407
trigger-0-bounded-lhs-1-historically;4n;0.946;0.919;0.020;0.171192;0.457662
trigger-0-bounded-lhs-1-historically;4l;0.774;0.749;0.020;0.174764;0.504846
trigger-0-bounded-lhs-1-historically;4c;3.985;3.922;0.041;0.688721;1.94226
trigger-0-bounded-lhs-1-historically;8n;2.142;2.104;0.028;0.395569;1.00596
trigger-0-bounded-lhs-1-historically;8l;1.547;1.514;0.022;0.359352;1.03157
trigger-0-bounded-lhs-1-historically;8c;17.880;17.727;0.148;3.23866;8.24977
trigger-0-bounded-lhs-1-historically;baseline;0.194;0.175;0.014;0.038966;0.112487
trigger-0-bounded-lhs-1-historically;2n;0.420;0.397;0.013;0.073132;0.245978
trigger-0-bounded-lhs-1-historically;2l;0.394;0.374;0.011;0.084031;0.249758
trigger-0-bounded-lhs-1-historically;2c;0.849;0.824;0.015;0.147515;0.514431
trigger-0-bounded-lhs-1-historically;4n;0.936;0.909;0.018;0.171031;0.456897
trigger-0-bounded-lhs-1-historically;4l;0.772;0.746;0.016;0.173329;0.502988
trigger-0-bounded-lhs-1-historically;4c;3.965;3.913;0.043;0.687957;1.942
trigger-0-bounded-lhs-1-historically;8n;2.170;2.132;0.029;0.400914;1.01517
trigger-0-bounded-lhs-1-historically;8l;1.542;1.509;0.021;0.358476;1.02925
trigger-0-bounded-lhs-1-historically;8c;18.011;17.856;0.143;3.29496;8.32802
trigger-0-bounded-lhs-1-historically;baseline;0.201;0.182;0.014;0.040786;0.117917
trigger-0-bounded-lhs-1-historically;2n;0.419;0.398;0.016;0.072871;0.246481
trigger-0-bounded-lhs-1-historically;2l;0.393;0.372;0.016;0.084479;0.244471
trigger-0-bounded-lhs-1-historically;2c;0.852;0.824;0.017;0.147761;0.511992
trigger-0-bounded-lhs-1-historically;4n;0.947;0.921;0.017;0.173325;0.460192
trigger-0-bounded-lhs-1-historically;4l;0.774;0.749;0.015;0.174057;0.505923
trigger-0-bounded-lhs-1-historically;4c;3.952;3.902;0.041;0.681907;1.93748
trigger-0-bounded-lhs-1-historically;8n;2.193;2.137;0.027;0.415516;1.03745
trigger-0-bounded-lhs-1-historically;8l;1.546;1.512;0.022;0.358213;1.03
trigger-0-bounded-lhs-1-historically;8c;18.436;18.283;0.136;3.3162;8.75614
trigger-0-bounded-lhs-1-historically;baseline;0.202;0.183;0.010;0.041429;0.11843
trigger-0-bounded-lhs-1-historically;2n;0.420;0.400;0.011;0.074055;0.248082
trigger-0-bounded-lhs-1-historically;2l;0.395;0.372;0.013;0.085619;0.24589
trigger-0-bounded-lhs-1-historically;2c;0.853;0.828;0.020;0.150045;0.515779
trigger-0-bounded-lhs-1-historically;4n;0.956;0.930;0.020;0.1764;0.465506
trigger-0-bounded-lhs-1-historically;4l;0.764;0.740;0.019;0.17161;0.49859
trigger-0-bounded-lhs-1-historically;4c;3.933;3.882;0.041;0.678364;1.9215
trigger-0-bounded-lhs-1-historically;8n;2.203;2.145;0.029;0.410386;1.04226
trigger-0-bounded-lhs-1-historically;8l;1.534;1.502;0.022;0.356285;1.02389
trigger-0-bounded-lhs-1-historically;8c;18.106;17.951;0.143;3.38094;8.43267
trigger-0-bounded-lhs-1-historically;baseline;0.195;0.175;0.014;0.038779;0.112286
trigger-0-bounded-lhs-1-historically;2n;0.417;0.395;0.014;0.072859;0.244549
trigger-0-bounded-lhs-1-historically;2l;0.387;0.367;0.010;0.084886;0.242773
trigger-0-bounded-lhs-1-historically;2c;0.846;0.821;0.014;0.148185;0.510431
trigger-0-bounded-lhs-1-historically;4n;0.953;0.927;0.020;0.176215;0.466422
trigger-0-bounded-lhs-1-historically;4l;0.770;0.744;0.018;0.172139;0.500677
trigger-0-bounded-lhs-1-historically;4c;3.936;3.885;0.040;0.673731;1.91967
trigger-0-bounded-lhs-1-historically;8n;2.260;2.201;0.031;0.415657;1.08861
trigger-0-bounded-lhs-1-historically;8l;1.553;1.521;0.021;0.364596;1.03787
trigger-0-bounded-lhs-1-historically;8c;18.187;18.029;0.140;3.41254;8.51522
trigger-0-bounded-lhs-1-historically;baseline;0.194;0.175;0.014;0.039212;0.11309
trigger-0-bounded-lhs-1-historically;2n;0.412;0.390;0.013;0.071387;0.24065
trigger-0-bounded-lhs-1-historically;2l;0.392;0.369;0.013;0.083321;0.246596
trigger-0-bounded-lhs-1-historically;2c;0.850;0.825;0.014;0.150159;0.513924
trigger-0-bounded-lhs-1-historically;4n;0.943;0.915;0.018;0.171242;0.459906
trigger-0-bounded-lhs-1-historically;4l;0.769;0.744;0.014;0.174068;0.501795
trigger-0-bounded-lhs-1-historically;4c;3.946;3.895;0.043;0.67918;1.92935
trigger-0-bounded-lhs-1-historically;8n;2.174;2.133;0.026;0.404114;1.02436
trigger-0-bounded-lhs-1-historically;8l;1.557;1.523;0.023;0.358576;1.03764
trigger-0-bounded-lhs-1-historically;8c;17.958;17.804;0.142;3.26428;8.29499
trigger-0-bounded-lhs-1-historically;baseline;0.194;0.175;0.015;0.039283;0.112919
trigger-0-bounded-lhs-1-historically;2n;0.415;0.394;0.014;0.073107;0.244526
trigger-0-bounded-lhs-1-historically;2l;0.392;0.370;0.014;0.085959;0.243881
trigger-0-bounded-lhs-1-historically;2c;0.856;0.831;0.014;0.14994;0.517566
trigger-0-bounded-lhs-1-historically;4n;0.947;0.918;0.020;0.172741;0.459069
trigger-0-bounded-lhs-1-historically;4l;0.770;0.746;0.015;0.173833;0.504001
trigger-0-bounded-lhs-1-historically;4c;3.945;3.894;0.037;0.68002;1.93165
trigger-0-bounded-lhs-1-historically;8n;2.137;2.100;0.026;0.397953;1.00777
trigger-0-bounded-lhs-1-historically;8l;1.571;1.517;0.025;0.361116;1.03579
trigger-0-bounded-lhs-1-historically;8c;18.101;17.946;0.140;3.34356;8.3747
trigger-0-bounded-lhs-1-historically;baseline;0.195;0.174;0.012;0.039077;0.112373
trigger-0-bounded-lhs-1-historically;2n;0.413;0.394;0.011;0.072254;0.243655
trigger-0-bounded-lhs-1-historically;2l;0.396;0.376;0.016;0.086541;0.248567
trigger-0-bounded-lhs-1-historically;2c;0.851;0.827;0.015;0.150358;0.515419
trigger-0-bounded-lhs-1-historically;4n;0.941;0.916;0.016;0.173003;0.460171
trigger-0-bounded-lhs-1-historically;4l;0.764;0.740;0.014;0.172339;0.499345
trigger-0-bounded-lhs-1-historically;4c;3.951;3.899;0.042;0.675656;1.92526
trigger-0-bounded-lhs-1-historically;8n;2.167;2.131;0.029;0.400987;1.02108
trigger-0-bounded-lhs-1-historically;8l;1.576;1.529;0.028;0.362392;1.04239
trigger-0-bounded-lhs-1-historically;8c;17.953;17.800;0.142;3.27364;8.27656
trigger-0-bounded-lhs-1-neg-historically;baseline;0.199;0.176;0.013;0.041715;0.113465
trigger-0-bounded-lhs-1-neg-historically;2n;0.444;0.418;0.015;0.080936;0.25597
trigger-0-bounded-lhs-1-neg-historically;2l;0.398;0.373;0.017;0.092109;0.249304
trigger-0-bounded-lhs-1-neg-historically;2c;0.881;0.851;0.018;0.164273;0.537045
trigger-0-bounded-lhs-1-neg-historically;4n;0.966;0.938;0.016;0.177361;0.471517
trigger-0-bounded-lhs-1-neg-historically;4l;0.804;0.774;0.020;0.189675;0.522838
trigger-0-bounded-lhs-1-neg-historically;4c;4.084;4.031;0.043;0.794034;2.04876
trigger-0-bounded-lhs-1-neg-historically;8n;2.191;2.151;0.028;0.424597;1.03481
trigger-0-bounded-lhs-1-neg-historically;8l;1.627;1.570;0.025;0.391029;1.07643
trigger-0-bounded-lhs-1-neg-historically;8c;18.291;18.131;0.152;3.57376;8.64173
trigger-0-bounded-lhs-1-neg-historically;baseline;0.197;0.177;0.014;0.042369;0.114332
trigger-0-bounded-lhs-1-neg-historically;2n;0.424;0.403;0.016;0.078371;0.246607
trigger-0-bounded-lhs-1-neg-historically;2l;0.391;0.370;0.016;0.091098;0.247048
trigger-0-bounded-lhs-1-neg-historically;2c;0.858;0.833;0.015;0.16057;0.526222
trigger-0-bounded-lhs-1-neg-historically;4n;0.976;0.949;0.021;0.182796;0.478069
trigger-0-bounded-lhs-1-neg-historically;4l;0.783;0.757;0.019;0.184071;0.511722
trigger-0-bounded-lhs-1-neg-historically;4c;4.022;3.972;0.036;0.777731;2.00977
